Variable,Unit,Model,Year,Value
"Global CO2eq emissions from HFC
",,Baseline,2038,1.22
"Global CO2eq emissions from HFC
",,Baseline,2039,1.24
"Global CO2eq emissions from HFC
",,Baseline,2040,1.26
"Global CO2eq emissions from HFC
",,Baseline,2041,1.28
"Global CO2eq emissions from HFC
",,Baseline,2042,1.29
"Global CO2eq emissions from HFC
",,Baseline,2043,1.3
"Global CO2eq emissions from HFC
",,Baseline,2044,1.31
"Global CO2eq emissions from HFC
",,Baseline,2045,1.33
"Global CO2eq emissions from HFC
",,Baseline,2046,1.34
"Global CO2eq emissions from HFC
",,Baseline,2047,1.35
"Global CO2eq emissions from HFC
",,Baseline,2048,1.36
"Global CO2eq emissions from HFC
",,Baseline,2049,1.38
"Global CO2eq emissions from HFC
",,Baseline,2050,1.39
"Global CO2eq emissions from HFC
",,Baseline,2051,1.4
"Global CO2eq emissions from HFC
",,Baseline,2052,1.41
"Global CO2eq emissions from HFC
",,Baseline,2053,1.42
"Global CO2eq emissions from HFC
",,Baseline,2054,1.43
"Global CO2eq emissions from HFC
",,Baseline,2055,1.44
"Global CO2eq emissions from HFC
",,Baseline,2056,1.45
"Global CO2eq emissions from HFC
",,Baseline,2057,1.46
"Global CO2eq emissions from HFC
",,Baseline,2058,1.47
"Global CO2eq emissions from HFC
",,Baseline,2059,1.48
"Global CO2eq emissions from HFC
",,Baseline,2060,1.49
"Global CO2eq emissions from HFC
",,Baseline,2061,1.5
"Global CO2eq emissions from HFC
",,Baseline,2062,1.51
"Global CO2eq emissions from HFC
",,Baseline,2063,1.52
"Global CO2eq emissions from HFC
",,Baseline,2064,1.53
"Global CO2eq emissions from HFC
",,Baseline,2065,1.54
"Global CO2eq emissions from HFC
",,Baseline,2066,1.55
"Global CO2eq emissions from HFC
",,Baseline,2067,1.56
"Global CO2eq emissions from HFC
",,Baseline,2068,1.58
"Global CO2eq emissions from HFC
",,Baseline,2069,1.59
"Global CO2eq emissions from HFC
",,Baseline,2070,1.6
"Global CO2eq emissions from HFC
",,Baseline,2071,1.6
"Global CO2eq emissions from HFC
",,Baseline,2072,1.61
"Global CO2eq emissions from HFC
",,Baseline,2073,1.62
"Global CO2eq emissions from HFC
",,Baseline,2074,1.62
"Global CO2eq emissions from HFC
",,Baseline,2075,1.63
"Global CO2eq emissions from HFC
",,Baseline,2076,1.64
"Global CO2eq emissions from HFC
",,Baseline,2077,1.64
"Global CO2eq emissions from HFC
",,Baseline,2078,1.65
"Global CO2eq emissions from HFC
",,Baseline,2079,1.66
"Global CO2eq emissions from HFC
",,Baseline,2080,1.66
"Global CO2eq emissions from HFC
",,Baseline,2081,1.67
"Global CO2eq emissions from HFC
",,Baseline,2082,1.67
"Global CO2eq emissions from HFC
",,Baseline,2083,1.68
"Global CO2eq emissions from HFC
",,Baseline,2084,1.68
"Global CO2eq emissions from HFC
",,Baseline,2085,1.69
"Global CO2eq emissions from HFC
",,Baseline,2086,1.69
"Global CO2eq emissions from HFC
",,Baseline,2087,1.7
"Global CO2eq emissions from HFC
",,Baseline,2088,1.7
"Global CO2eq emissions from HFC
",,Baseline,2089,1.71
"Global CO2eq emissions from HFC
",,Baseline,2090,1.71
"Global CO2eq emissions from HFC
",,Baseline,2091,1.72
"Global CO2eq emissions from HFC
",,Baseline,2092,1.72
"Global CO2eq emissions from HFC
",,Baseline,2093,1.73
"Global CO2eq emissions from HFC
",,Baseline,2094,1.73
"Global CO2eq emissions from HFC
",,Baseline,2095,1.74
"Global CO2eq emissions from HFC
",,Baseline,2096,1.74
"Global CO2eq emissions from HFC
",,Baseline,2097,1.75
"Global CO2eq emissions from HFC
",,Baseline,2098,1.75
"Global CO2eq emissions from HFC
",,Baseline,2099,1.76
"Global CO2eq emissions from HFC
",,Baseline,2100,1.77
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1900,0.74
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1901,0.75
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1902,0.75
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1903,0.76
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1904,0.78
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1905,0.79
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1906,0.8
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1907,0.81
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1908,0.82
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1909,0.83
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1910,0.84
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1911,0.85
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1912,0.86
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1913,0.88
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1914,0.9
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1915,0.93
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1916,0.95
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1917,0.97
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1918,0.99
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1919,1.01
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1920,1.03
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1921,1.04
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1922,1.05
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1923,1.07
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1924,1.08
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1925,1.1
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1926,1.11
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1927,1.12
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1928,1.13
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1929,1.14
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1930,1.15
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1931,1.16
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1932,1.16
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1933,1.17
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1934,1.17
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1935,1.18
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1936,1.19
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1937,1.19
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1938,1.2
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1939,1.21
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1940,1.22
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1941,1.27
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1942,1.37
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1943,1.51
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1944,1.67
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1945,1.86
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1946,2.04
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1947,2.22
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1948,2.37
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1949,2.49
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1950,2.56
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1951,2.6
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1952,2.65
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1953,2.69
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1954,2.74
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1955,2.78
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1956,2.84
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1957,2.89
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1958,2.95
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1959,3.01
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1960,3.08
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1961,3.27
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1962,3.38
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1963,3.49
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1964,3.61
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1965,3.76
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1966,3.92
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1967,4.06
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1968,4.17
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1969,4.26
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1970,4.37
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1971,4.3
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1972,4.55
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1973,4.64
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1974,4.62
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1975,4.76
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1976,4.89
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1977,5.02
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1978,5.11
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1979,5.28
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1980,5.33
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1981,5.25
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1982,5.48
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1983,5.47
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1984,5.37
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1985,5.36
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1986,5.46
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1987,5.69
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1988,5.49
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1989,5.57
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1990,5.31
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1991,5.31
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1992,5.32
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1993,5.17
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1994,5.33
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1995,5.43
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1996,5.51
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1997,5.79
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1998,5.65
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,1999,5.46
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2000,5.41
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2001,5.44
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2002,5.53
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2003,5.63
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2004,5.83
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2005,5.82
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2006,5.99
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2007,6.04
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2008,6.04
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2009,6.1
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2010,6.21
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2011,6.27
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2012,6.31
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2013,6.31
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2014,6.4
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2015,6.54
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2016,6.54
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2017,6.54
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2018,6.57
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2019,10.09
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2020,10.18
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2021,10.26
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2022,10.35
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2023,10.43
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2024,10.52
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2025,10.6
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2026,10.68
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2027,10.77
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2028,10.85
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2029,10.94
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2030,11.02
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2031,11.09
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2032,11.15
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2033,11.22
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2034,11.29
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2035,11.35
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2036,11.42
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2037,11.49
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2038,11.55
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2039,11.62
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2040,11.68
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2041,11.74
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2042,11.8
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2043,11.86
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2044,11.91
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2045,11.97
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2046,12.03
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2047,12.08
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2048,12.14
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2049,12.19
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2050,12.24
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2051,12.29
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2052,12.34
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2053,12.39
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2054,12.44
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2055,12.48
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2056,12.53
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2057,12.57
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2058,12.61
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2059,12.65
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2060,12.69
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2061,12.73
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2062,12.77
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2063,12.81
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2064,12.84
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2065,12.88
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2066,12.91
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2067,12.95
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2068,12.98
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2069,13.01
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2070,13.04
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2071,13.07
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2072,13.09
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2073,13.12
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2074,13.14
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2075,13.17
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2076,13.19
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2077,13.21
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2078,13.23
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2079,13.25
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2080,13.27
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2081,13.29
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2082,13.3
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2083,13.32
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2084,13.33
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2085,13.34
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2086,13.35
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2087,13.36
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2088,13.37
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2089,13.38
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2090,13.39
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2091,13.39
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2092,13.4
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2093,13.4
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2094,13.41
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2095,13.41
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2096,13.41
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2097,13.41
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2098,13.4
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2099,13.4
"Global N2O Anthro Emissions
",Mtons/yr,Baseline,2100,13.4
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1900,0.74
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1901,0.75
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1902,0.75
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1903,0.76
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1904,0.78
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1905,0.79
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1906,0.8
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1907,0.81
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1908,0.82
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1909,0.83
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1910,0.84
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1911,0.85
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1912,0.86
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1913,0.88
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1914,0.9
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1915,0.93
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1916,0.95
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1917,0.97
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1918,0.99
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1919,1.01
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1920,1.03
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1921,1.04
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1922,1.05
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1923,1.07
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1924,1.08
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1925,1.1
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1926,1.11
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1927,1.12
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1928,1.13
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1929,1.14
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1930,1.15
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1931,1.16
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1932,1.16
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1933,1.17
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1934,1.17
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1935,1.18
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1936,1.19
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1937,1.19
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1938,1.2
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1939,1.21
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1940,1.22
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1941,1.27
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1942,1.37
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1943,1.51
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1944,1.67
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1945,1.86
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1946,2.04
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1947,2.22
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1948,2.37
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1949,2.49
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1950,2.56
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1951,2.6
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1952,2.65
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1953,2.69
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1954,2.74
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1955,2.78
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1956,2.84
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1957,2.89
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1958,2.95
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1959,3.01
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1960,3.08
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1961,3.27
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1962,3.38
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1963,3.49
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1964,3.61
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1965,3.76
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1966,3.92
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1967,4.06
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1968,4.17
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1969,4.26
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1970,4.37
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1971,4.3
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1972,4.55
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1973,4.64
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1974,4.62
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1975,4.76
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1976,4.89
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1977,5.02
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1978,5.11
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1979,5.28
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1980,5.33
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1981,5.25
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1982,5.48
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1983,5.47
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1984,5.37
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1985,5.36
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1986,5.46
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1987,5.69
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1988,5.49
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1989,5.57
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1990,5.31
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1991,5.31
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1992,5.32
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1993,5.17
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1994,5.33
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1995,5.43
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1996,5.51
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1997,5.79
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1998,5.65
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,1999,5.46
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2000,5.41
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2001,5.44
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2002,5.53
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2003,5.63
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2004,5.83
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2005,5.82
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2006,5.99
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2007,6.04
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2008,6.04
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2009,6.1
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2010,6.21
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2011,6.27
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2012,6.31
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2013,6.31
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2014,6.4
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2015,6.54
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2016,6.54
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2017,6.54
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2018,6.57
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2019,9.92
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2020,9.97
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2021,10.01
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2022,10.05
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2023,10.09
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2024,10.12
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2025,10.15
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2026,10.17
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2027,10.19
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2028,10.22
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2029,10.24
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2030,10.25
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2031,10.25
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2032,10.25
"Global N2O Anthro Emissions
",Mtons/yr,Pathway,2033,10.25
