GCAM Region,IEA Region,Sector,Metric,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
ASIA ,INDIA ,Power sector,Natural gas,302,279,255,232,220,197,174,162,162,186,209,232,255,267,290,314,337,372,407,441,476,500,523,546,581,604,628,651,674,697,721
ASIA ,INDIA ,Power sector,Nuclear,69,69,69,81,81,93,93,104,116,127,139,151,162,174,186,197,220,244,267,290,314,348,383,418,453,488,511,546,581,616,651
ASIA ,INDIA ,Power sector,Hydro,116,116,116,116,127,127,127,139,139,139,151,151,162,162,174,174,174,186,197,197,209,209,220,220,232,232,232,232,244,244,255
ASIA ,INDIA ,Power sector,Bioenergy,93,116,139,174,197,232,255,290,302,325,337,348,372,383,407,418,418,430,430,441,441,441,453,453,465,465,465,465,476,476,488
ASIA ,INDIA ,Power sector,Other renewables,11,11,23,34,34,46,58,69,93,127,162,186,220,244,279,314,348,395,441,476,523,569,616,674,721,767,825,895,953,1023,1081
ASIA ,INDIA ,Other energy sector,Other energy sector,709,744,779,814,848,883,918,965,1000,1046,1104,1151,1197,1244,1290,1337,1395,1465,1535,1604,1674,1744,1825,1907,1977,2058,2128,2198,2267,2337,2407
ASIA ,INDIA ,Other energy sector,  Electricity,255,267,279,290,314,325,337,360,372,395,418,441,465,500,523,546,569,604,628,662,686,721,755,790,825,860,895,930,965,1000,1035
ASIA ,INDIA ,TFC,Total final consumption,5628,5803,5977,6152,6326,6501,6675,6861,7140,7489,7838,8187,8536,8885,9234,9583,9990,10408,10815,11234,11653,12083,12513,12944,13374,13804,14211,14618,15037,15444,15863
ASIA ,INDIA ,TFC,Coal,1011,1035,1058,1081,1104,1128,1151,1174,1221,1290,1372,1442,1523,1593,1674,1744,1837,1930,2035,2128,2232,2337,2442,2546,2651,2756,2860,2965,3070,3174,3279
ASIA ,INDIA ,TFC,Oil,1570,1663,1767,1860,1965,2058,2163,2267,2395,2535,2663,2802,2942,3070,3209,3337,3477,3616,3768,3907,4058,4186,4326,4465,4605,4745,4861,4989,5105,5233,5349
ASIA ,INDIA ,TFC,Natural gas,314,325,337,348,360,372,383,407,430,476,523,569,616,662,709,744,790,848,907,965,1023,1069,1128,1186,1244,1302,1349,1395,1442,1488,1535
ASIA ,INDIA ,TFC,Electricity,721,779,837,907,965,1035,1093,1163,1232,1325,1418,1523,1616,1709,1802,1895,2000,2116,2232,2349,2465,2593,2721,2849,2988,3116,3256,3395,3535,3675,3826
ASIA ,INDIA ,TFC,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,INDIA ,TFC,Bioenergy,2000,1965,1942,1918,1895,1872,1849,1825,1814,1814,1814,1814,1814,1814,1802,1802,1802,1802,1814,1814,1825,1814,1814,1814,1814,1814,1802,1802,1802,1802,1802
ASIA ,INDIA ,TFC,Other renewables,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,34,34,34,34,34,46,46
ASIA ,INDIA ,Industry,Industry,1837,1930,2023,2116,2221,2314,2407,2512,2628,2791,2965,3128,3302,3465,3640,3803,4000,4198,4396,4593,4791,4989,5198,5396,5605,5815,6001,6187,6384,6570,6757
ASIA ,INDIA ,Industry,Coal,860,883,907,930,953,976,1000,1035,1081,1151,1221,1302,1372,1442,1523,1593,1686,1779,1884,1977,2070,2174,2279,2384,2500,2605,2709,2814,2919,3035,3140
ASIA ,INDIA ,Industry,Oil,174,197,220,244,279,302,325,360,372,383,395,395,407,418,430,441,453,465,476,488,500,500,511,511,523,534,534,534,546,546,558
ASIA ,INDIA ,Industry,Natural gas,116,139,162,186,209,232,255,279,302,337,372,407,441,476,500,534,569,616,651,697,744,779,814,860,895,930,953,988,1023,1058,1093
ASIA ,INDIA ,Industry,Electricity,314,325,348,372,395,418,441,465,488,523,558,593,616,651,686,721,755,790,825,872,907,942,976,1011,1058,1093,1128,1163,1197,1232,1267
ASIA ,INDIA ,Industry,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,INDIA ,Industry,Bioenergy,337,337,337,337,348,348,348,360,372,383,395,418,430,441,465,476,488,500,511,534,546,558,569,581,593,604,616,628,639,651,662
ASIA ,INDIA ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11
ASIA ,INDIA ,Transport,Transport,744,790,848,907,965,1023,1081,1139,1209,1290,1372,1465,1546,1628,1721,1802,1907,2023,2128,2244,2360,2477,2593,2709,2826,2942,3047,3151,3268,3372,3477
ASIA ,INDIA ,Transport,Oil,721,767,814,872,918,976,1023,1081,1151,1221,1302,1383,1465,1546,1616,1697,1791,1895,1988,2093,2198,2291,2395,2500,2605,2709,2802,2895,2988,3081,3174
ASIA ,INDIA ,Transport,Electricity,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,34,34,46,46,46,58,58,58
ASIA ,INDIA ,Transport,Biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,23,23,23,23,23,34,34,34
ASIA ,INDIA ,Transport,Other fuels,11,11,11,11,11,11,11,23,34,34,34,46,46,46,58,58,58,69,81,93,104,104,116,127,139,151,151,162,174,186,186
ASIA ,INDIA ,Buildings,Buildings,2407,2407,2419,2430,2442,2453,2465,2477,2535,2570,2616,2663,2698,2744,2791,2826,2884,2954,3023,3093,3163,3244,3326,3407,3489,3570,3651,3744,3837,3919,4012
ASIA ,INDIA ,Buildings,Coal,139,127,127,127,127,127,127,127,139,139,139,139,139,139,151,151,151,151,151,151,151,139,139,139,139,139,127,127,127,127,127
ASIA ,INDIA ,Buildings,Oil,314,314,325,337,337,348,360,372,395,407,418,430,441,453,465,476,488,500,511,523,534,546,558,569,581,593,604,616,628,639,651
ASIA ,INDIA ,Buildings,Natural gas,11,11,11,11,11,11,11,11,11,23,23,23,23,34,34,34,34,34,46,46,58,58,58,58,69,69,69,69,81,81,81
ASIA ,INDIA ,Buildings,Electricity,255,279,314,348,372,407,441,476,511,558,604,651,686,732,779,825,883,953,1011,1081,1139,1221,1302,1383,1465,1546,1639,1732,1825,1918,2011
ASIA ,INDIA ,Buildings,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,INDIA ,Buildings,Bioenergy,1651,1616,1593,1558,1535,1500,1477,1453,1430,1418,1395,1383,1360,1337,1325,1302,1290,1279,1267,1256,1244,1221,1209,1197,1174,1163,1139,1128,1116,1093,1081
ASIA ,INDIA ,Buildings,   Traditional biomass,1581,1546,1511,1488,1453,1430,1395,1372,1349,1325,1302,1290,1267,1244,1221,1197,1174,1163,1151,1139,1128,1104,1093,1069,1058,1046,1023,1011,988,976,953
ASIA ,INDIA ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23
ASIA ,INDIA ,Other,Other,616,628,639,651,674,686,697,721,755,814,872,918,976,1023,1081,1128,1163,1197,1232,1279,1314,1337,1372,1395,1430,1453,1477,1500,1523,1558,1581
ASIA ,INDIA ,Other,   Petrochem. feedstock,279,267,255,244,244,232,220,220,220,255,279,302,337,360,383,418,430,441,465,476,488,500,511,523,546,558,569,581,604,616,628
ASIA ,JPN ,TPED,Total primary demand,5826,5710,5594,5477,5361,5245,5128,5024,5035,4989,4942,4907,4861,4814,4768,4721,4698,4686,4663,4652,4640,4605,4570,4547,4512,4489,4454,4431,4396,4372,4349
ASIA ,JPN ,TPED,Coal,1337,1337,1337,1337,1337,1337,1337,1349,1337,1314,1290,1279,1256,1232,1209,1186,1174,1174,1174,1163,1163,1151,1139,1139,1128,1116,1104,1093,1093,1081,1069
ASIA ,JPN ,TPED,Oil,2349,2302,2256,2209,2163,2116,2070,2035,1988,1953,1907,1872,1825,1791,1744,1709,1663,1628,1593,1558,1511,1477,1442,1407,1383,1349,1314,1290,1267,1244,1209
ASIA ,JPN ,TPED,Natural gas,988,1011,1035,1058,1081,1104,1128,1163,1163,1139,1116,1093,1081,1058,1035,1011,988,965,942,918,895,895,907,918,918,930,942,953,965,976,988
ASIA ,JPN ,TPED,Nuclear,872,755,639,534,418,314,197,93,162,186,220,244,267,302,325,348,383,430,476,523,569,569,569,569,569,569,558,546,534,523,523
ASIA ,JPN ,TPED,Hydro,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,93,93,93,93,93,93
ASIA ,JPN ,TPED,Bioenergy,127,127,139,139,151,151,162,174,174,174,186,186,197,197,209,209,209,209,209,220,220,220,220,220,220,220,220,220,220,220,220
ASIA ,JPN ,TPED,Other renewables,34,34,46,46,58,58,69,81,93,104,104,116,116,127,127,139,139,139,139,139,151,151,151,162,162,174,174,186,186,197,197
ASIA ,JPN ,Power sector,Power sector,2709,2628,2558,2477,2407,2326,2256,2186,2209,2198,2186,2174,2163,2163,2151,2139,2151,2174,2186,2209,2221,2221,2221,2221,2232,2232,2221,2221,2221,2221,2221
ASIA ,JPN ,Power sector,Coal,744,755,767,779,790,802,814,837,802,790,767,755,744,732,709,697,697,697,697,709,709,697,697,697,697,697,686,686,686,686,686
ASIA ,JPN ,Power sector,Oil,220,209,197,186,186,174,162,162,151,139,127,127,116,104,104,93,81,81,69,69,58,46,46,46,46,34,23,23,23,23,23
ASIA ,JPN ,Power sector,Natural gas,674,686,709,732,744,767,790,814,790,767,744,721,697,674,651,628,593,569,534,511,488,488,488,500,500,500,500,511,523,534,546
ASIA ,JPN ,Power sector,Nuclear,872,755,639,534,418,314,197,93,162,186,220,244,267,302,325,348,383,430,476,523,569,569,569,569,569,569,558,546,534,523,523
ASIA ,JPN ,Power sector,Hydro,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,93,93,93,93,93,93
ASIA ,JPN ,Power sector,Bioenergy,58,58,58,69,69,81,81,93,93,93,104,104,116,116,127,127,127,127,127,127,139,139,139,139,139,139,139,139,139,139,139
ASIA ,JPN ,Power sector,Other renewables,23,23,34,46,46,58,69,81,93,93,104,104,116,116,127,127,127,127,127,139,139,139,151,151,162,162,162,162,174,174,186
ASIA ,JPN ,Other energy sector,Other energy sector,651,628,604,581,558,534,511,488,488,488,476,476,465,453,453,441,430,430,418,418,407,395,395,383,383,372,360,360,348,348,348
ASIA ,JPN ,Other energy sector,  Electricity,116,104,104,104,93,93,93,93,93,93,93,93,93,93,93,81,81,81,81,81,93,93,93,93,93,93,93,93,93,93,93
ASIA ,JPN ,TFC,Total final consumption,3616,3582,3547,3512,3489,3454,3419,3395,3407,3372,3349,3326,3291,3268,3244,3209,3186,3163,3140,3116,3093,3070,3047,3023,3000,2988,2965,2954,2930,2919,2907
ASIA ,JPN ,TFC,Coal,255,244,244,244,244,244,244,244,255,255,255,244,244,244,244,232,220,220,220,220,220,209,209,209,197,197,186,186,186,186,174
ASIA ,JPN ,TFC,Oil,1907,1884,1860,1837,1814,1791,1767,1756,1721,1686,1663,1628,1604,1570,1546,1511,1477,1453,1430,1395,1372,1337,1314,1290,1267,1244,1221,1197,1186,1163,1151
ASIA ,JPN ,TFC,Natural gas,337,337,337,337,337,337,337,337,360,360,360,372,372,372,372,372,372,372,383,383,395,395,395,407,407,407,407,407,418,418,430
ASIA ,JPN ,TFC,Electricity,1035,1023,1011,1000,988,976,965,953,965,965,965,965,976,976,976,976,976,976,988,988,1000,1000,1000,1000,1011,1011,1011,1011,1023,1023,1023
ASIA ,JPN ,TFC,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,TFC,Bioenergy,58,58,58,58,58,58,58,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,81,81,81,81,81,81
ASIA ,JPN ,TFC,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
ASIA ,JPN ,Industry,Industry,1081,1069,1058,1046,1035,1023,1011,1000,1023,1011,1000,1000,988,976,965,965,953,942,930,918,918,907,895,883,872,872,860,848,837,837,825
ASIA ,JPN ,Industry,Coal,255,244,244,244,244,244,244,244,255,244,244,244,232,232,232,220,209,209,209,209,209,197,197,197,186,186,174,174,174,174,174
ASIA ,JPN ,Industry,Oil,279,267,255,255,244,244,232,232,232,220,220,220,209,209,197,197,186,186,186,174,174,162,162,162,151,151,139,139,139,139,139
ASIA ,JPN ,Industry,Natural gas,116,116,116,116,116,116,116,127,127,139,139,139,139,139,139,139,139,139,139,139,151,151,151,151,151,151,151,151,151,151,151
ASIA ,JPN ,Industry,Electricity,372,360,360,348,348,337,337,337,348,337,337,337,337,337,325,325,314,314,314,314,314,302,302,302,302,302,302,302,302,302,302
ASIA ,JPN ,Industry,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,Industry,Bioenergy,34,34,34,34,34,34,34,34,34,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
ASIA ,JPN ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,Transport,Transport,872,860,848,837,837,825,814,814,802,790,767,755,744,721,709,686,674,662,651,639,639,628,616,604,593,593,581,581,569,569,569
ASIA ,JPN ,Transport,Oil,860,848,837,825,814,802,790,790,779,755,744,732,709,697,674,662,651,639,628,616,604,593,581,569,558,546,534,534,534,523,523
ASIA ,JPN ,Transport,Electricity,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23
ASIA ,JPN ,Transport,Biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,Transport,Other fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,Buildings,Buildings,1186,1174,1163,1151,1139,1128,1116,1116,1116,1128,1128,1128,1128,1128,1128,1139,1139,1139,1151,1151,1151,1151,1151,1163,1163,1174,1174,1174,1174,1186,1186
ASIA ,JPN ,Buildings,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,Buildings,Oil,314,302,290,290,279,279,267,267,255,255,255,255,255,255,244,244,232,232,232,232,220,209,209,209,197,197,186,186,186,174,174
ASIA ,JPN ,Buildings,Natural gas,197,197,197,197,197,197,197,209,220,220,220,220,220,220,220,220,220,220,232,232,244,244,244,244,255,255,255,255,255,267,267
ASIA ,JPN ,Buildings,Electricity,628,616,616,604,604,593,593,593,593,593,604,604,604,616,616,616,616,628,628,639,639,639,651,651,662,662,662,674,674,686,686
ASIA ,JPN ,Buildings,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,Buildings,Bioenergy,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
ASIA ,JPN ,Buildings,   Traditional biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,JPN ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ASIA ,JPN ,Other,Other,453,453,453,453,453,453,453,453,441,430,430,430,418,418,407,407,395,383,383,372,372,360,360,348,348,337,325,325,314,314,314
ASIA ,JPN ,Other,   Petrochem. feedstock,337,325,314,302,290,279,267,255,255,255,255,255,255,255,255,244,232,232,232,232,232,220,220,220,209,209,197,197,197,197,186
ASIA ,ASEAN ,TPED,Total primary demand,6326,6536,6757,6978,7187,7408,7629,7850,8152,8396,8652,8908,9164,9420,9676,9932,10187,10443,10711,10967,11234,11490,11746,12013,12269,12537,12781,13025,13281,13525,13781
ASIA ,ASEAN ,TPED,Coal,988,1069,1151,1232,1314,1395,1477,1558,1663,1744,1825,1918,2000,2081,2174,2256,2349,2453,2558,2663,2767,2884,3000,3116,3233,3349,3465,3593,3709,3837,3965
ASIA ,ASEAN ,TPED,Oil,2209,2279,2360,2430,2512,2581,2663,2744,2837,2919,3012,3093,3186,3268,3349,3442,3500,3570,3640,3709,3779,3826,3884,3942,3989,4047,4082,4117,4163,4198,4233
ASIA ,ASEAN ,TPED,Natural gas,1442,1453,1465,1477,1500,1511,1523,1546,1570,1628,1686,1744,1802,1860,1918,1977,2023,2081,2139,2198,2256,2314,2372,2442,2500,2570,2616,2674,2733,2791,2849
ASIA ,ASEAN ,TPED,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,34
ASIA ,ASEAN ,TPED,Hydro,69,81,93,116,127,151,162,186,174,174,174,186,186,186,186,186,186,197,209,220,232,232,244,244,255,267,267,267,279,279,290
ASIA ,ASEAN ,TPED,Bioenergy,1302,1314,1337,1349,1372,1383,1407,1430,1477,1477,1488,1488,1500,1500,1511,1511,1511,1511,1523,1523,1535,1535,1535,1535,1535,1535,1535,1535,1535,1546,1546
ASIA ,ASEAN ,TPED,Other renewables,279,290,302,314,325,337,348,360,407,418,441,465,476,500,511,534,546,569,593,616,639,651,674,697,721,744,755,779,802,814,837
ASIA ,ASEAN ,Power sector,Power sector,1918,2023,2128,2232,2337,2442,2546,2663,2814,2942,3070,3198,3326,3442,3570,3698,3837,3977,4128,4268,4407,4558,4710,4861,5012,5175,5326,5489,5652,5803,5966
ASIA ,ASEAN ,Power sector,Coal,569,639,721,790,872,942,1023,1104,1197,1267,1337,1407,1477,1546,1616,1686,1767,1860,1953,2035,2128,2221,2314,2419,2512,2616,2721,2826,2930,3047,3151
ASIA ,ASEAN ,Power sector,Oil,162,139,127,116,104,93,81,69,69,69,69,69,58,58,58,58,58,58,58,58,58,58,58,58,58,58,46,46,46,46,46
ASIA ,ASEAN ,Power sector,Natural gas,767,767,767,779,779,790,790,802,779,814,848,883,918,953,988,1023,1035,1058,1069,1093,1104,1116,1139,1163,1186,1209,1221,1232,1244,1256,1267
ASIA ,ASEAN ,Power sector,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,34
ASIA ,ASEAN ,Power sector,Hydro,69,81,93,116,127,151,162,186,174,174,174,186,186,186,186,186,186,197,209,220,232,232,244,244,255,267,267,267,279,279,290
ASIA ,ASEAN ,Power sector,Bioenergy,34,46,58,69,81,93,104,116,151,162,162,174,174,186,186,197,197,209,209,220,232,232,244,255,267,267,279,290,302,314,325
ASIA ,ASEAN ,Power sector,Other renewables,279,290,302,314,325,337,348,360,407,418,441,453,476,500,511,534,546,569,593,604,628,639,662,686,709,732,744,767,790,802,825
ASIA ,ASEAN ,Other energy sector,Other energy sector,709,686,674,651,639,616,604,593,604,616,628,639,651,662,674,686,697,721,744,755,779,802,825,848,872,895,907,930,953,976,1000
ASIA ,ASEAN ,Other energy sector,  Electricity,81,81,93,93,104,104,116,127,127,127,139,139,151,151,162,162,162,174,186,186,197,197,209,220,220,232,232,244,255,255,267
ASIA ,ASEAN ,TFC,Total final consumption,4372,4547,4721,4896,5070,5245,5419,5605,5768,5931,6105,6268,6443,6617,6780,6954,7105,7268,7431,7594,7757,7908,8059,8210,8361,8513,8652,8792,8931,9071,9210
ASIA ,ASEAN ,TFC,Coal,360,360,372,383,395,407,418,430,441,465,476,488,500,523,534,546,558,569,593,604,628,639,651,662,674,686,697,709,721,732,744
ASIA ,ASEAN ,TFC,Oil,1918,2011,2105,2198,2291,2384,2477,2581,2663,2744,2826,2907,2988,3070,3140,3221,3268,3326,3384,3442,3500,3547,3593,3640,3686,3733,3768,3803,3837,3872,3907
ASIA ,ASEAN ,TFC,Natural gas,337,348,372,395,407,430,453,476,500,534,558,581,616,639,662,697,732,767,814,848,883,918,965,1000,1046,1093,1128,1174,1209,1256,1290
ASIA ,ASEAN ,TFC,Electricity,604,639,674,721,755,802,837,883,907,953,1000,1058,1104,1151,1197,1244,1290,1349,1407,1465,1523,1581,1639,1697,1756,1814,1872,1930,2000,2058,2128
ASIA ,ASEAN ,TFC,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,ASEAN ,TFC,Bioenergy,1139,1139,1151,1163,1174,1186,1197,1209,1221,1209,1209,1209,1209,1209,1209,1209,1197,1197,1197,1197,1197,1186,1174,1174,1163,1163,1151,1139,1128,1116,1104
ASIA ,ASEAN ,TFC,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
ASIA ,ASEAN ,Industry,Industry,1302,1372,1442,1511,1593,1663,1732,1814,1884,1942,2011,2081,2139,2209,2267,2337,2407,2477,2546,2616,2686,2744,2814,2884,2942,3012,3070,3140,3198,3268,3326
ASIA ,ASEAN ,Industry,Coal,337,337,348,360,360,372,383,395,418,430,441,465,476,488,500,523,534,546,558,581,593,604,616,628,639,662,662,674,686,697,709
ASIA ,ASEAN ,Industry,Oil,267,267,279,290,290,302,314,325,337,337,337,348,348,348,360,360,360,360,360,360,372,372,372,372,372,372,360,360,360,360,360
ASIA ,ASEAN ,Industry,Natural gas,220,244,267,290,314,337,360,383,407,430,453,476,488,511,534,558,581,616,651,686,721,744,779,814,848,883,918,953,988,1023,1069
ASIA ,ASEAN ,Industry,Electricity,244,255,279,302,314,337,360,383,395,418,430,453,476,488,511,534,546,558,581,593,604,616,639,651,674,686,697,709,732,744,767
ASIA ,ASEAN ,Industry,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,ASEAN ,Industry,Bioenergy,209,220,232,244,255,267,279,302,314,314,314,325,325,325,337,337,337,348,348,360,360,360,372,372,383,383,383,383,395,395,395
ASIA ,ASEAN ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,ASEAN ,Transport,Transport,1023,1081,1151,1221,1290,1360,1430,1500,1558,1616,1674,1721,1779,1837,1895,1953,1988,2035,2081,2128,2174,2209,2256,2291,2337,2372,2407,2442,2477,2523,2558
ASIA ,ASEAN ,Transport,Oil,988,1046,1104,1163,1232,1290,1349,1418,1477,1523,1570,1628,1674,1732,1779,1825,1860,1907,1942,1988,2023,2058,2093,2128,2163,2198,2221,2256,2279,2314,2349
ASIA ,ASEAN ,Transport,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ASIA ,ASEAN ,Transport,Biofuels,11,11,11,23,23,34,34,46,46,58,58,58,58,69,69,69,69,69,81,81,93,93,93,93,104,104,104,104,116,116,116
ASIA ,ASEAN ,Transport,Other fuels,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,34,34,34,34,34,46,46,58,58,58,58,58,69
ASIA ,ASEAN ,Buildings,Buildings,1477,1488,1511,1523,1546,1558,1581,1604,1628,1651,1674,1697,1721,1756,1779,1802,1837,1872,1907,1942,1977,2000,2035,2070,2105,2139,2174,2209,2244,2279,2326
ASIA ,ASEAN ,Buildings,Coal,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
ASIA ,ASEAN ,Buildings,Oil,186,186,197,197,209,209,220,232,244,244,255,255,255,255,267,267,267,267,279,279,290,290,290,302,302,302,302,302,314,314,325
ASIA ,ASEAN ,Buildings,Natural gas,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,23,23,23,23,23,34,34,34,34,34,46,46
ASIA ,ASEAN ,Buildings,Electricity,337,348,372,395,407,430,453,476,500,523,546,581,604,639,662,686,721,755,802,837,883,918,965,1000,1046,1093,1128,1174,1221,1267,1314
ASIA ,ASEAN ,Buildings,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,ASEAN ,Buildings,Bioenergy,918,907,895,883,872,860,848,848,837,837,825,814,814,802,790,790,779,767,755,744,732,709,697,686,674,662,639,628,604,593,569
ASIA ,ASEAN ,Buildings,   Traditional biomass,907,895,883,872,860,848,837,837,825,814,814,802,790,790,779,767,755,744,732,721,709,686,674,662,651,639,616,604,593,569,558
ASIA ,ASEAN ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,ASEAN ,Other,Other,558,569,581,593,616,628,639,662,686,709,732,755,779,802,825,848,860,872,883,895,907,918,930,942,953,965,965,976,976,988,988
ASIA ,ASEAN ,Other,   Petrochem. feedstock,383,395,407,418,430,441,453,476,488,511,523,546,558,581,593,616,616,628,639,639,651,651,662,674,686,686,686,686,697,697,709
OECD90 , OECD ,TPED,Total primary demand,63174,62964,62755,62546,62348,62139,61929,61732,62813,62906,62999,63092,63185,63278,63383,63476,63453,63441,63430,63418,63406,63406,63406,63406,63418,63418,63476,63546,63616,63685,63744
OECD90 , OECD ,TPED,Coal,12688,12327,11978,11630,11281,10932,10583,10234,9908,9699,9490,9280,9071,8862,8652,8443,8361,8280,8199,8117,8036,7920,7803,7687,7571,7466,7385,7315,7245,7175,7094
OECD90 , OECD ,TPED,Oil,22922,22818,22725,22620,22527,22422,22329,22236,22422,22364,22306,22236,22178,22120,22050,21992,21817,21655,21480,21317,21143,20980,20829,20678,20526,20375,20247,20131,20015,19898,19771
OECD90 , OECD ,TPED,Natural gas,15398,15572,15758,15944,16130,16316,16502,16689,17549,17712,17863,18026,18177,18340,18491,18654,18724,18805,18887,18968,19049,19189,19329,19480,19619,19771,19875,19980,20096,20201,20317
OECD90 , OECD ,TPED,Nuclear,6931,6780,6640,6489,6349,6198,6059,5919,5977,5942,5896,5849,5803,5756,5710,5663,5628,5605,5582,5559,5535,5466,5407,5349,5280,5221,5186,5163,5128,5105,5070
OECD90 , OECD ,TPED,Hydro,1349,1349,1360,1360,1372,1372,1383,1395,1430,1442,1465,1488,1511,1523,1546,1570,1570,1581,1593,1604,1616,1616,1628,1639,1651,1663,1663,1674,1686,1697,1709
OECD90 , OECD ,TPED,Bioenergy,3140,3221,3302,3384,3465,3547,3628,3721,3837,3919,4000,4082,4163,4244,4326,4407,4454,4512,4570,4617,4675,4733,4791,4849,4907,4966,5012,5070,5128,5175,5233
OECD90 , OECD ,TPED,Other renewables,709,814,930,1035,1151,1256,1372,1488,1639,1791,1942,2105,2256,2407,2558,2721,2837,2954,3070,3186,3314,3430,3547,3675,3791,3919,4035,4151,4268,4396,4512
OECD90 , OECD ,Power sector,Power sector,26516,26283,26051,25818,25586,25353,25120,24899,25167,25074,24981,24899,24806,24725,24632,24539,24562,24597,24632,24667,24702,24725,24760,24795,24830,24864,24946,25027,25109,25190,25271
