Product,Flow,Sector,Subsector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,Hight Temp Heat,Electricity,Hydrogen,Flexible,Non-Energy Use
NAPHTHA,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NATGAS,MAINELEC,Electric Power,na,Natural gas,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
NGL,MAINELEC,Electric Power,na,Natural gas,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
NONBIODIES,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NONBIOGASO,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NONBIOJETK,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NONCRUDE,MAINELEC,Electric Power,Hydrogen,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NONCRUDE,MAINELEC,Electric Power,Non-Hydrogen,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NUCLEAR,MAINELEC,Electric Power,na,Nuclear,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
OBIOLIQ,MAINELEC,Electric Power,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
OGASES,MAINELEC,Electric Power,na,Coal,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
OILSHALE,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
ONONSPEC,MAINELEC,Electric Power,na,Total,na,N,na,n,n,y,n,n,n
OTHER,MAINELEC,Electric Power,na,Total,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
OTHKERO,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PEAT,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PEATPROD,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PETCOKE,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PRIMSBIO,MAINELEC,Electric Power,na,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
REFINGAS,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
RESFUEL,MAINELEC,Electric Power,na,Total,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
SOLARPV,MAINELEC,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SOLARTH,MAINELEC,Electric Power,na,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
SOLWIND,MAINELEC,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
TIDE,MAINELEC,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
TOTAL,MAINELEC,Electric Power,na,Total,na,N,na,n,n,y,n,n,n
TOTPRODS,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
WIND,MAINELEC,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
ANTCOAL,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
BIOGASES,MAINHEAT,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
BITCOAL,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
BKB,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
BLFURGS,MAINHEAT,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,y,n,n,n,n
COAL,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
COALTAR,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,n,y
COKCOAL,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
COKEOVGS,MAINHEAT,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,y,n,n,n,n
COMRENEW,MAINHEAT,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
GASWKSGS,MAINHEAT,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,y,n,n,n,n
GEOTHERM,MAINHEAT,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,y,n,n,n,n
HEAT,MAINHEAT,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,y,n,n,n,n
HEAT,MAINHEAT,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,y,n,n,n,n
INDWASTE,MAINHEAT,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
LIGNITE,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
LPG,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
LUBRIC,MAINHEAT,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,MAINHEAT,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,n,y,n,n,n,n
MTOTOIL,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
MTOTOTHER,MAINHEAT,Industrial,,Total,na,N,na,n,y,n,n,n,n
MTOTSOLID,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
MUNWASTEN,MAINHEAT,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
MUNWASTER,MAINHEAT,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
NAPHTHA,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NATGAS,MAINHEAT,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,n,y,n,n,n,n
NONBIODIES,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
NUCLEAR,MAINHEAT,Industrial,,Total,heat ef ratio,N,electricity addtl eff,n,y,n,n,n,n
OBIOLIQ,MAINHEAT,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
OGASES,MAINHEAT,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,y,n,n,n,n
OILSHALE,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
ONONSPEC,MAINHEAT,Industrial,,Total,heat ef ratio,N,na,n,y,n,n,n,n
OTHER,MAINHEAT,Industrial,,Total,na,N,na,n,y,n,n,n,n
OTHKERO,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
OVENCOKE,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PEAT,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PEATPROD,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PETCOKE,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PRIMSBIO,MAINHEAT,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,n,n,n,n
REFINGAS,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
RESFUEL,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
SOLARTH,MAINHEAT,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,y,n,n,n,n
SOLWIND,MAINHEAT,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,MAINHEAT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
TOTAL,MAINHEAT,Industrial,,Total,na,N,na,n,y,n,n,n,n
TOTPRODS,MAINHEAT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,n,n,n,n
BIODIESEL,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,biofuels_waste addtl eff,n,y,n,y,y,n
BITCOAL,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,coal addtl eff,n,y,n,y,y,n
COAL,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,coal addtl eff,n,y,n,y,y,n
COMRENEW,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,biofuels_waste addtl eff,n,y,n,y,y,n
JETGAS,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
LUBRIC,MARBUNK,Transportation,na,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,MARBUNK,Transportation,na,Liquid fuels,renewables ef ratio,N,renewables addtl eff,n,y,n,n,y,n
MTOTOIL,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
MTOTSOLID,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
NATGAS,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
NONBIODIES,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
NONBIOGASO,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
NONBIOJETK,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
ONONSPEC,MARBUNK,Transportation,na,Liquid fuels,na,N,na,n,y,n,n,y,n
OTHKERO,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,n,n
RESFUEL,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
TOTAL,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
TOTPRODS,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
WHITESP,MARBUNK,Transportation,na,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,n,y,n,y,y,n
ANTCOAL,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BIODIESEL,MINING,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASES,MINING,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASOL,MINING,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BITCOAL,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BITUMEN,MINING,Industrial,,Coal,na,N,na,n,n,n,n,n,y
BKB,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,MINING,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
CHARCOAL,MINING,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
COAL,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COALTAR,MINING,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,MINING,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,MINING,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
CRNGFEED,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
CRUDEOIL,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,MINING,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASWKSGS,MINING,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
HEAT,MINING,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,MINING,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
INDWASTE,MINING,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,MINING,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,MINING,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MTOTOIL,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTOTHER,MINING,Industrial,,Total,na,N,na,y,y,n,n,n,n
MTOTSOLID,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MUNWASTEN,MINING,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
MUNWASTER,MINING,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
NAPHTHA,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NATGAS,MINING,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NGL,MINING,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOJETK,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OBIOLIQ,MINING,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
ONONSPEC,MINING,Industrial,,Liquid fuels,na,N,na,y,y,n,n,n,n
OTHKERO,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEAT,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,MINING,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
REFINGAS,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
RESFUEL,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SOLARTH,MINING,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
SOLWIND,MINING,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,MINING,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,MINING,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
WHITESP,MINING,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
COAL,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COMRENEW,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRNGFEED,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ELECTR,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GEOTHERM,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
HEAT,MIRONSTL,Total energy consumption,Low Temperature,Total,na,N,na,n,n,n,n,n,n
HEAT,MIRONSTL,Total energy consumption,High Temperature,Total,na,N,na,n,n,n,n,n,n
MRENEW,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTOIL,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTOTHER,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTSOLID,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NATGAS,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OILSHALE,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PEAT,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
SOLWIND,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
TOTAL,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
TOTPRODS,MIRONSTL,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ANTCOAL,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
BITCOAL,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
BITUMEN,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
BLFURGS,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COAL,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COALTAR,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKEOVGS,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
CRNGFEED,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
ETHANE,NECHEM,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
LIGNITE,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
LPG,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
LUBRIC,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MTOTOIL,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MTOTSOLID,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
NAPHTHA,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NATGAS,NECHEM,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
NGL,NECHEM,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
NONBIODIES,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIOGASO,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIOJETK,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
OGASES,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
ONONSPEC,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
OTHKERO,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
OVENCOKE,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
PARWAX,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PETCOKE,NECHEM,Industrial,,Coal,na,N,na,n,n,n,n,n,y
REFINGAS,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
RESFUEL,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
TOTAL,NECHEM,Industrial,,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
WHITESP,NECHEM,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
BITUMEN,NECONSTRUC,Industrial,,Coal,na,N,na,n,n,n,n,n,y
CRNGFEED,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
LPG,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
LUBRIC,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MTOTOIL,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIODIES,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIOGASO,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
ONONSPEC,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
OTHKERO,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PARWAX,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
RESFUEL,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
TOTAL,NECONSTRUC,Industrial,,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
WHITESP,NECONSTRUC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
LUBRIC,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MTOTOIL,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NAPHTHA,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIODIES,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
ONONSPEC,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
OTHKERO,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PARWAX,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PETCOKE,NEFOODPRO,Industrial,,Coal,na,N,na,n,n,n,n,n,y
RESFUEL,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
TOTAL,NEFOODPRO,Industrial,,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
WHITESP,NEFOODPRO,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
BITUMEN,NEIND,Industrial,,Coal,na,N,na,n,n,n,n,n,y
CRNGFEED,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
ETHANE,NEIND,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
LPG,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
LUBRIC,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MTOTOIL,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NAPHTHA,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NATGAS,NEIND,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
NGL,NEIND,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
NONBIODIES,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIOGASO,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIOJETK,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
ONONSPEC,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
OTHKERO,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PARWAX,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PETCOKE,NEIND,Industrial,,Coal,na,N,na,n,n,n,n,n,y
REFINGAS,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
RESFUEL,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
TOTAL,NEIND,Industrial,,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
WHITESP,NEIND,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
BITUMEN,NEINONSPEC,Industrial,,Coal,na,N,na,n,n,n,n,n,y
CRNGFEED,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
LPG,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
LUBRIC,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MTOTOIL,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NAPHTHA,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NATGAS,NEINONSPEC,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
NGL,NEINONSPEC,Industrial,,Natural gas,na,N,na,n,n,n,n,n,y
NONBIODIES,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIOGASO,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
NONBIOJETK,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
ONONSPEC,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
OTHKERO,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PARWAX,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PETCOKE,NEINONSPEC,Industrial,,Coal,na,N,na,n,n,n,n,n,y
RESFUEL,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
TOTAL,NEINONSPEC,Industrial,,Total,na,N,na,n,n,n,n,n,y
TOTPRODS,NEINONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
