iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
LTU,Biochar,Max extent,PD21,pathway,EU12-M,Lithuania,Tg dm /yr,0.4479,NA,NA,NA,NA,100
LUX,Biochar,Avg mitigation potential flux,PD21,pathway,EU15,Luxembourg,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
LUX,Biochar,Max extent,PD21,pathway,EU15,Luxembourg,Tg dm /yr,0.0136,NA,NA,NA,NA,100
MKD,Biochar,Avg mitigation potential flux,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MKD,Biochar,Max extent,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),Tg dm /yr,0.0926,NA,NA,NA,NA,100
MDG,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Madagascar,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MDG,Biochar,Max extent,PD21,pathway,SSA-L,Madagascar,Tg dm /yr,0.8654,NA,NA,NA,NA,100
MWI,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Malawi,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MWI,Biochar,Max extent,PD21,pathway,SSA-L,Malawi,Tg dm /yr,0.8958,NA,NA,NA,NA,100
MYS,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-M,Malaysia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MYS,Biochar,Max extent,PD21,pathway,OAS-M,Malaysia,Tg dm /yr,3.0142,NA,NA,NA,NA,100
MLI,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Mali,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MLI,Biochar,Max extent,PD21,pathway,SSA-L,Mali,Tg dm /yr,1.0102,NA,NA,NA,NA,100
MTQ,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Martinique,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MTQ,Biochar,Max extent,PD21,pathway,LAM-M,Martinique,Tg dm /yr,0.0038,NA,NA,NA,NA,100
MRT,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Mauritania,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MRT,Biochar,Max extent,PD21,pathway,SSA-L,Mauritania,Tg dm /yr,0.0398,NA,NA,NA,NA,100
MUS,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-M,Mauritius,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MUS,Biochar,Max extent,PD21,pathway,SSA-M,Mauritius,Tg dm /yr,0.0518,NA,NA,NA,NA,100
MEX,Biochar,Avg mitigation potential flux,PD21,pathway,MEX,Mexico,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MEX,Biochar,Max extent,PD21,pathway,MEX,Mexico,Tg dm /yr,5.5747,NA,NA,NA,NA,100
MDA,Biochar,Avg mitigation potential flux,PD21,pathway,EEU-FSA,Moldova,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MDA,Biochar,Max extent,PD21,pathway,EEU-FSA,Moldova,Tg dm /yr,0.4687,NA,NA,NA,NA,100
MNG,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Mongolia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MNG,Biochar,Max extent,PD21,pathway,OAS-CPA,Mongolia,Tg dm /yr,0.0536,NA,NA,NA,NA,100
MNE,Biochar,Avg mitigation potential flux,PD21,pathway,EEU,Montenegro,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MNE,Biochar,Max extent,PD21,pathway,EEU,Montenegro,Tg dm /yr,0.0016,NA,NA,NA,NA,100
MAR,Biochar,Avg mitigation potential flux,PD21,pathway,NAF,Morocco,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MAR,Biochar,Max extent,PD21,pathway,NAF,Morocco,Tg dm /yr,1.524,NA,NA,NA,NA,100
MOZ,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Mozambique,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MOZ,Biochar,Max extent,PD21,pathway,SSA-L,Mozambique,Tg dm /yr,0.777,NA,NA,NA,NA,100
MMR,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Myanmar,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MMR,Biochar,Max extent,PD21,pathway,OAS-L,Myanmar,Tg dm /yr,4.5401,NA,NA,NA,NA,100
NAM,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-M,Namibia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NAM,Biochar,Max extent,PD21,pathway,SSA-M,Namibia,Tg dm /yr,0.0095,NA,NA,NA,NA,100
NPL,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Nepal,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NPL,Biochar,Max extent,PD21,pathway,OAS-L,Nepal,Tg dm /yr,1.4623,NA,NA,NA,NA,100
NLD,Biochar,Avg mitigation potential flux,PD21,pathway,EU15,Netherlands,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NLD,Biochar,Max extent,PD21,pathway,EU15,Netherlands,Tg dm /yr,0.5073,NA,NA,NA,NA,100
NCL,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-M,New Caledonia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NCL,Biochar,Max extent,PD21,pathway,OAS-M,New Caledonia,Tg dm /yr,0.0014,NA,NA,NA,NA,100
NZL,Biochar,Avg mitigation potential flux,PD21,pathway,ANUZ,New Zealand,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NZL,Biochar,Max extent,PD21,pathway,ANUZ,New Zealand,Tg dm /yr,0.1276,NA,NA,NA,NA,100
NIC,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-L,Nicaragua,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NIC,Biochar,Max extent,PD21,pathway,LAM-L,Nicaragua,Tg dm /yr,0.256,NA,NA,NA,NA,100
NER,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Niger,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NER,Biochar,Max extent,PD21,pathway,SSA-L,Niger,Tg dm /yr,0.0816,NA,NA,NA,NA,100
NGA,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Nigeria,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NGA,Biochar,Max extent,PD21,pathway,SSA-L,Nigeria,Tg dm /yr,6.4833,NA,NA,NA,NA,100
NOR,Biochar,Avg mitigation potential flux,PD21,pathway,EFTA,Norway,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NOR,Biochar,Max extent,PD21,pathway,EFTA,Norway,Tg dm /yr,0.0669,NA,NA,NA,NA,100
OMN,Biochar,Avg mitigation potential flux,PD21,pathway,MEA-H,Oman,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
OMN,Biochar,Max extent,PD21,pathway,MEA-H,Oman,Tg dm /yr,0.0256,NA,NA,NA,NA,100
PAK,Biochar,Avg mitigation potential flux,PD21,pathway,PAK,Pakistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PAK,Biochar,Max extent,PD21,pathway,PAK,Pakistan,Tg dm /yr,6.6726,NA,NA,NA,NA,100
PAN,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Panama,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PAN,Biochar,Max extent,PD21,pathway,LAM-M,Panama,Tg dm /yr,0.1156,NA,NA,NA,NA,100
PNG,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Papua New Guinea,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PNG,Biochar,Max extent,PD21,pathway,OAS-L,Papua New Guinea,Tg dm /yr,0.0867,NA,NA,NA,NA,100
PRY,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Paraguay,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PRY,Biochar,Max extent,PD21,pathway,LAM-M,Paraguay,Tg dm /yr,5.0518,NA,NA,NA,NA,100
PER,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Peru,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PER,Biochar,Max extent,PD21,pathway,LAM-M,Peru,Tg dm /yr,1.1527,NA,NA,NA,NA,100
PHL,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Philippines,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PHL,Biochar,Max extent,PD21,pathway,OAS-L,Philippines,Tg dm /yr,4.5834,NA,NA,NA,NA,100
POL,Biochar,Avg mitigation potential flux,PD21,pathway,EU12-H,Poland,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
POL,Biochar,Max extent,PD21,pathway,EU12-H,Poland,Tg dm /yr,2.5918,NA,NA,NA,NA,100
PRT,Biochar,Avg mitigation potential flux,PD21,pathway,EU15,Portugal,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PRT,Biochar,Max extent,PD21,pathway,EU15,Portugal,Tg dm /yr,0.2935,NA,NA,NA,NA,100
PRI,Biochar,Avg mitigation potential flux,PD21,pathway,USA,Puerto Rico,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PRI,Biochar,Max extent,PD21,pathway,USA,Puerto Rico,Tg dm /yr,0.0023,NA,NA,NA,NA,100
QAT,Biochar,Avg mitigation potential flux,PD21,pathway,MEA-H,Qatar,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
QAT,Biochar,Max extent,PD21,pathway,MEA-H,Qatar,Tg dm /yr,0.0033,NA,NA,NA,NA,100
COG,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Republic of Congo (ROC),Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
COG,Biochar,Max extent,PD21,pathway,SSA-L,Republic of Congo (ROC),Tg dm /yr,0.0923,NA,NA,NA,NA,100
KOR,Biochar,Avg mitigation potential flux,PD21,pathway,ANUZ,Republic of Korea (South Korea),Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
KOR,Biochar,Max extent,PD21,pathway,ANUZ,Republic of Korea (South Korea),Tg dm /yr,0.9287,NA,NA,NA,NA,100
REU,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-M,Reunion,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
REU,Biochar,Max extent,PD21,pathway,SSA-M,Reunion,Tg dm /yr,0.0313,NA,NA,NA,NA,100
ROU,Biochar,Avg mitigation potential flux,PD21,pathway,EU12-M,Romania,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ROU,Biochar,Max extent,PD21,pathway,EU12-M,Romania,Tg dm /yr,4.1059,NA,NA,NA,NA,100
RUS,Biochar,Avg mitigation potential flux,PD21,pathway,RUS,Russia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
RUS,Biochar,Max extent,PD21,pathway,RUS,Russia,Tg dm /yr,15.2679,NA,NA,NA,NA,100
RWA,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Rwanda,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
RWA,Biochar,Max extent,PD21,pathway,SSA-L,Rwanda,Tg dm /yr,0.169,NA,NA,NA,NA,100
WSM,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Samoa,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
WSM,Biochar,Max extent,PD21,pathway,OAS-L,Samoa,Tg dm /yr,0,NA,NA,NA,NA,100
STP,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Sao Tome and Principe,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
STP,Biochar,Max extent,PD21,pathway,SSA-L,Sao Tome and Principe,Tg dm /yr,0.0007,NA,NA,NA,NA,100
SAU,Biochar,Avg mitigation potential flux,PD21,pathway,MEA-H,Saudi Arabia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SAU,Biochar,Max extent,PD21,pathway,MEA-H,Saudi Arabia,Tg dm /yr,0.1873,NA,NA,NA,NA,100
SEN,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Senegal,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SEN,Biochar,Max extent,PD21,pathway,SSA-L,Senegal,Tg dm /yr,0.2077,NA,NA,NA,NA,100
SRB,Biochar,Avg mitigation potential flux,PD21,pathway,EEU,Serbia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SRB,Biochar,Max extent,PD21,pathway,EEU,Serbia,Tg dm /yr,1.5898,NA,NA,NA,NA,100
SLE,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Sierra Leone,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SLE,Biochar,Max extent,PD21,pathway,SSA-L,Sierra Leone,Tg dm /yr,0.1612,NA,NA,NA,NA,100
SVK,Biochar,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovakia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SVK,Biochar,Max extent,PD21,pathway,EU12-H,Slovakia,Tg dm /yr,0.554,NA,NA,NA,NA,100
SVN,Biochar,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovenia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SVN,Biochar,Max extent,PD21,pathway,EU12-H,Slovenia,Tg dm /yr,0.073,NA,NA,NA,NA,100
SLB,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Solomon Islands,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SLB,Biochar,Max extent,PD21,pathway,OAS-L,Solomon Islands,Tg dm /yr,0.0085,NA,NA,NA,NA,100
SOM,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Somalia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SOM,Biochar,Max extent,PD21,pathway,SSA-L,Somalia,Tg dm /yr,0.0296,NA,NA,NA,NA,100
ZAF,Biochar,Avg mitigation potential flux,PD21,pathway,SAF,South Africa,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ZAF,Biochar,Max extent,PD21,pathway,SAF,South Africa,Tg dm /yr,2.7993,NA,NA,NA,NA,100
SSD,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,South Sudan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SSD,Biochar,Max extent,PD21,pathway,SSA-L,South Sudan,Tg dm /yr,0.0172,NA,NA,NA,NA,100
ESP,Biochar,Avg mitigation potential flux,PD21,pathway,EU15,Spain,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ESP,Biochar,Max extent,PD21,pathway,EU20,Spain,Tg dm /yr,3.305,NA,NA,NA,NA,100
LKA,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-M,Sri Lanka,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
LKA,Biochar,Max extent,PD21,pathway,OAS-M,Sri Lanka,Tg dm /yr,0.6967,NA,NA,NA,NA,100
SDN,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Sudan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SDN,Biochar,Max extent,PD21,pathway,SSA-L,Sudan,Tg dm /yr,0.2628,NA,NA,NA,NA,100
SUR,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Suriname,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SUR,Biochar,Max extent,PD21,pathway,LAM-M,Suriname,Tg dm /yr,0.046,NA,NA,NA,NA,100
SWZ,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Swaziland,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SWZ,Biochar,Max extent,PD21,pathway,SSA-L,Swaziland,Tg dm /yr,0.1021,NA,NA,NA,NA,100
SWE,Biochar,Avg mitigation potential flux,PD21,pathway,EU15,Sweden,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SWE,Biochar,Max extent,PD21,pathway,EU15,Sweden,Tg dm /yr,0.3763,NA,NA,NA,NA,100
CHE,Biochar,Avg mitigation potential flux,PD21,pathway,EFTA,Switzerland,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
CHE,Biochar,Max extent,PD21,pathway,EFTA,Switzerland,Tg dm /yr,0.1527,NA,NA,NA,NA,100
SYR,Biochar,Avg mitigation potential flux,PD21,pathway,MEA-M,Syria,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SYR,Biochar,Max extent,PD21,pathway,MEA-M,Syria,Tg dm /yr,0.29,NA,NA,NA,NA,100
TJK,Biochar,Avg mitigation potential flux,PD21,pathway,CAS,Tajikistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TJK,Biochar,Max extent,PD21,pathway,CAS,Tajikistan,Tg dm /yr,0.2126,NA,NA,NA,NA,100
TZA,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Tanzania,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TZA,Biochar,Max extent,PD21,pathway,SSA-L,Tanzania,Tg dm /yr,1.6704,NA,NA,NA,NA,100
THA,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-M,Thailand,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
THA,Biochar,Max extent,PD21,pathway,OAS-M,Thailand,Tg dm /yr,9.4768,NA,NA,NA,NA,100
TLS,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Timor-Leste,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TLS,Biochar,Max extent,PD21,pathway,OAS-L,Timor-Leste,Tg dm /yr,0.0285,NA,NA,NA,NA,100
TGO,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Togo,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TGO,Biochar,Max extent,PD21,pathway,SSA-L,Togo,Tg dm /yr,0.1976,NA,NA,NA,NA,100
TTO,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Trinidad and Tobago,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TTO,Biochar,Max extent,PD21,pathway,LAM-M,Trinidad and Tobago,Tg dm /yr,0.0008,NA,NA,NA,NA,100
TUN,Biochar,Avg mitigation potential flux,PD21,pathway,NAF,Tunisia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TUN,Biochar,Max extent,PD21,pathway,TUR,Tunisia,Tg dm /yr,0.4279,NA,NA,NA,NA,100
TUR,Biochar,Avg mitigation potential flux,PD21,pathway,TUR,Turkey,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TUR,Biochar,Max extent,PD21,pathway,TUR,Turkey,Tg dm /yr,6.1136,NA,NA,NA,NA,100
TKM,Biochar,Avg mitigation potential flux,PD21,pathway,CAS,Turkmenistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TKM,Biochar,Max extent,PD21,pathway,CAS,Turkmenistan,Tg dm /yr,0.1974,NA,NA,NA,NA,100
UGA,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Uganda,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
UGA,Biochar,Max extent,PD21,pathway,SSA-L,Uganda,Tg dm /yr,0.6564,NA,NA,NA,NA,100
UKR,Biochar,Avg mitigation potential flux,PD21,pathway,EEU-FSU,Ukraine,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
UKR,Biochar,Max extent,PD21,pathway,EEU-FSU,Ukraine,Tg dm /yr,10.7964,NA,NA,NA,NA,100
ARE,Biochar,Avg mitigation potential flux,PD21,pathway,MEA-H,United Arab Emirates,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ARE,Biochar,Max extent,PD21,pathway,MEA-H,United Arab Emirates,Tg dm /yr,0.0105,NA,NA,NA,NA,100
GBR,Biochar,Avg mitigation potential flux,PD21,pathway,EU15,United Kingdom,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
GBR,Biochar,Max extent,PD21,pathway,EU15,United Kingdom,Tg dm /yr,2.6367,NA,NA,NA,NA,100
USA,Biochar,Avg mitigation potential flux,PD21,pathway,USA,United States,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
USA,Biochar,Max extent,PD21,pathway,USA,United States,Tg dm /yr,104.2301,NA,NA,NA,NA,100
URY,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Uruguay,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
URY,Biochar,Max extent,PD21,pathway,LAM-M,Uruguay,Tg dm /yr,0.9243,NA,NA,NA,NA,100
UZB,Biochar,Avg mitigation potential flux,PD21,pathway,CAS,Uzbekistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
UZB,Biochar,Max extent,PD21,pathway,CAS,Uzbekistan,Tg dm /yr,1.0469,NA,NA,NA,NA,100
VUT,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-L,Vanuatu,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
VUT,Biochar,Max extent,PD21,pathway,OAS-L,Vanuatu,Tg dm /yr,0.0001,NA,NA,NA,NA,100
VEN,Biochar,Avg mitigation potential flux,PD21,pathway,LAM-M,Venezuela,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
VEN,Biochar,Max extent,PD21,pathway,LAM-M,Venezuela,Tg dm /yr,0.3708,NA,NA,NA,NA,100
VNM,Biochar,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Vietnam,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
VNM,Biochar,Max extent,PD21,pathway,OAS-CPA,Vietnam,Tg dm /yr,8.4252,NA,NA,NA,NA,100
ESH,Biochar,Avg mitigation potential flux,PD21,pathway,NAF,Western Sahara,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ESH,Biochar,Max extent,PD21,pathway,NAF,Western Sahara,Tg dm /yr,0.0002,NA,NA,NA,NA,100
YEM,Biochar,Avg mitigation potential flux,PD21,pathway,MEA-M,Yemen,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
YEM,Biochar,Max extent,PD21,pathway,MEA-M,Yemen,Tg dm /yr,0.0366,NA,NA,NA,NA,100
ZMB,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Zambia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ZMB,Biochar,Max extent,PD21,pathway,SSA-L,Zambia,Tg dm /yr,0.5638,NA,NA,NA,NA,100
ZWE,Biochar,Avg mitigation potential flux,PD21,pathway,SSA-L,Zimbabwe,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ZWE,Biochar,Max extent,PD21,pathway,SSA-L,Zimbabwe,Tg dm /yr,0.2059,NA,NA,NA,NA,100
AFG,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,PAK,Afghanistan,tCO2e/ha/yr,0,NA,NA,NA,NA,100
AFG,Coastal Restoration,Max extent,PD21,pathway,PAK,Afghanistan,Mha,0,NA,NA,NA,NA,100
ALB,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,EEU,Albania,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ALB,Coastal Restoration,Max extent,PD21,pathway,EEU,Albania,Mha,0,NA,NA,NA,NA,100
DZA,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,NAF,Algeria,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
DZA,Coastal Restoration,Max extent,PD21,pathway,NAF,Algeria,Mha,NA,NA,NA,NA,NA,NA
AGO,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,SSA-M,Angola,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
AGO,Coastal Restoration,Max extent,PD21,pathway,SSA-M,Angola,Mha,0.0382,NA,NA,NA,NA,100
ARG,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Argentina,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ARG,Coastal Restoration,Max extent,PD21,pathway,LAM-M,Argentina,Mha,0,NA,NA,NA,NA,100
ARM,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,CAS,Armenia,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ARM,Coastal Restoration,Max extent,PD21,pathway,CAS,Armenia,Mha,0,NA,NA,NA,NA,100
AUS,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,ANUZ,Australia,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
AUS,Coastal Restoration,Max extent,PD21,pathway,ANUZ,Australia,Mha,1.0528,NA,NA,NA,NA,100
AUT,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Austria,tCO2e/ha/yr,0,NA,NA,NA,NA,100
AUT,Coastal Restoration,Max extent,PD21,pathway,EU15,Austria,Mha,0,NA,NA,NA,NA,100
AZE,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,CAS,Azerbaijan,tCO2e/ha/yr,0,NA,NA,NA,NA,100
AZE,Coastal Restoration,Max extent,PD21,pathway,CAS,Azerbaijan,Mha,0,NA,NA,NA,NA,100
BHS,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Bahamas,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BHS,Coastal Restoration,Max extent,PD21,pathway,LAM-M,Bahamas,Mha,0.1028,NA,NA,NA,NA,100
BGD,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,OAS-L,Bangladesh,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BGD,Coastal Restoration,Max extent,PD21,pathway,OAS-L,Bangladesh,Mha,0.4291,NA,NA,NA,NA,100
BLR,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,EEU-FSU,Belarus,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BLR,Coastal Restoration,Max extent,PD21,pathway,EEU-FSU,Belarus,Mha,0,NA,NA,NA,NA,100
BEL,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,EU15,Belgium,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BEL,Coastal Restoration,Max extent,PD21,pathway,EU15,Belgium,Mha,0,NA,NA,NA,NA,100
BLZ,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,LAM-L,Belize,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BLZ,Coastal Restoration,Max extent,PD21,pathway,LAM-L,Belize,Mha,0.0566,NA,NA,NA,NA,100
BEN,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Benin,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BEN,Coastal Restoration,Max extent,PD21,pathway,SSA-L,Benin,Mha,0.0002,NA,NA,NA,NA,100
BTN,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,OAS-M,Bhutan,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BTN,Coastal Restoration,Max extent,PD21,pathway,OAS-M,Bhutan,Mha,0,NA,NA,NA,NA,100
BOL,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,LAM-M,Bolivia,tCO2e/ha/yr,0,NA,NA,NA,NA,100
