iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
MTQ,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Martinique,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
COD,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Democratic Republic of the Congo (DRC),m3,4611013.0000,30,0,70,NA,NA
MRT,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mauritania,tCO2e/ha/yr,1.1131,30,0.0000,70,NA,NA
UGA,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Uganda,m3,3952273.0000,30,0,70,NA,NA
MUS,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-M,Mauritius,tCO2e/ha/yr,8.7044,30,0.0000,70,NA,NA
PNG,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-L,Papua New Guinea,m3,3940000.0000,30,0,70,NA,NA
MEX,Biochar,Avg mitigation potential flux,PD22,Pathway,MEX,Mexico,tCO2e/ha/yr,3.1374,30,0.0000,70,NA,NA
LAO,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-CPA,Laos,m3,3926643.0000,30,0,70,NA,NA
MDA,Biochar,Avg mitigation potential flux,PD22,Pathway,EEU-FSA,Moldova,tCO2e/ha/yr,1.7330,30,0.0000,70,NA,NA
MYS,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-M,Malaysia,m3,3876477.0000,30,0,70,NA,NA
MNG,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Mongolia,tCO2e/ha/yr,0.4577,30,0.0000,70,NA,NA
CMR,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Cameroon,m3,3264491.0000,30,0,70,NA,NA
MNE,Biochar,Avg mitigation potential flux,PD22,Pathway,EEU,Montenegro,tCO2e/ha/yr,1.1544,30,0.0000,70,NA,NA
PRY,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Paraguay,m3,3065922.0000,30,0,70,NA,NA
MAR,Biochar,Avg mitigation potential flux,PD22,Pathway,NAF,Morocco,tCO2e/ha/yr,0.6174,30,0.0000,70,NA,NA
IND,Improved Forest Mgmt,Max extent,PD22,Pathway,IND,India,m3,3008859.0000,30,0,70,NA,NA
MOZ,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mozambique,tCO2e/ha/yr,0.4518,30,0.0000,70,NA,NA
ETH,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Ethiopia,m3,2649677.0000,30,0,70,NA,NA
MMR,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Myanmar,tCO2e/ha/yr,3.1094,30,0.0000,70,NA,NA
GHA,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Ghana,m3,2478393.0000,30,0,70,NA,NA
NAM,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-M,Namibia,tCO2e/ha/yr,0.1566,30,0.0000,70,NA,NA
URY,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Uruguay,m3,2464497.0000,30,0,70,NA,NA
NPL,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Nepal,tCO2e/ha/yr,1.7895,30,0.0000,70,NA,NA
CIV,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Cote d'Ivoire,m3,2218938.0000,30,0,70,NA,NA
NLD,Biochar,Avg mitigation potential flux,PD22,Pathway,EU15,Netherlands,tCO2e/ha/yr,1.4115,30,0.0000,70,NA,NA
COL,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Colombia,m3,2216120.0000,30,0,70,NA,NA
NCL,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-M,New Caledonia,tCO2e/ha/yr,2.1937,30,0.0000,70,NA,NA
SLB,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-L,Solomon Islands,m3,2095000.0000,30,0,70,NA,NA
NZL,Biochar,Avg mitigation potential flux,PD22,Pathway,ANUZ,New Zealand,tCO2e/ha/yr,2.1528,30,0.0000,70,NA,NA
GAB,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-M,Gabon,m3,1986750.0000,30,0,70,NA,NA
NIC,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-L,Nicaragua,tCO2e/ha/yr,3.0901,30,0.0000,70,NA,NA
MOZ,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Mozambique,m3,1984000.0000,30,0,70,NA,NA
NER,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Niger,tCO2e/ha/yr,0.1410,30,0.0000,70,NA,NA
COG,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Republic of Congo (ROC),m3,1779138.0000,30,0,70,NA,NA
NGA,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Nigeria,tCO2e/ha/yr,0.6112,30,0.0000,70,NA,NA
ECU,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Ecuador,m3,1745579.0000,30,0,70,NA,NA
NOR,Biochar,Avg mitigation potential flux,PD22,Pathway,EFTA,Norway,tCO2e/ha/yr,1.0076,30,0.0000,70,NA,NA
TZA,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Tanzania,m3,1587738.0000,30,0,70,NA,NA
OMN,Biochar,Avg mitigation potential flux,PD22,Pathway,MEA-H,Oman,tCO2e/ha/yr,6.1767,30,0.0000,70,NA,NA
CRI,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Costa Rica,m3,1195963.0000,30,0,70,NA,NA
PAK,Biochar,Avg mitigation potential flux,PD22,Pathway,PAK,Pakistan,tCO2e/ha/yr,2.2322,30,0.0000,70,NA,NA
BFA,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Burkina Faso,m3,1171000.0000,30,0,70,NA,NA
PAN,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Panama,tCO2e/ha/yr,5.2010,30,0.0000,70,NA,NA
SDN,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Sudan,m3,1157000.0000,30,0,70,NA,NA
PNG,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Papua New Guinea,tCO2e/ha/yr,1.5651,30,0.0000,70,NA,NA
AGO,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-M,Angola,m3,1151000.0000,30,0,70,NA,NA
PRY,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Paraguay,tCO2e/ha/yr,2.9149,30,0.0000,70,NA,NA
MWI,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Malawi,m3,1033786.0000,30,0,70,NA,NA
PER,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Peru,tCO2e/ha/yr,4.4344,30,0.0000,70,NA,NA
BOL,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Bolivia,m3,953000.0000,30,0,70,NA,NA
PHL,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Philippines,tCO2e/ha/yr,3.0378,30,0.0000,70,NA,NA
BRA,Improved Forest Mgmt,Max extent,PD22,Pathway,BRA,Brazil,m3,897000.0000,30,0,70,NA,NA
POL,Biochar,Avg mitigation potential flux,PD22,Pathway,EU12-H,Poland,tCO2e/ha/yr,1.4376,30,0.0000,70,NA,NA
MLI,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Mali,m3,817000.0000,30,0,70,NA,NA
PRT,Biochar,Avg mitigation potential flux,PD22,Pathway,EU15,Portugal,tCO2e/ha/yr,3.0550,30,0.0000,70,NA,NA
SEN,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Senegal,m3,816000.0000,30,0,70,NA,NA
PRI,Biochar,Avg mitigation potential flux,PD22,Pathway,USA,Puerto Rico,tCO2e/ha/yr,1.5088,30,0.0000,70,NA,NA
TCD,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Chad,m3,761000.0000,30,0,70,NA,NA
QAT,Biochar,Avg mitigation potential flux,PD22,Pathway,MEA-H,Qatar,tCO2e/ha/yr,3.0994,30,0.0000,70,NA,NA
GNQ,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-M,Equatorial Guinea,m3,750000.0000,30,0,70,NA,NA
COG,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Republic of Congo (ROC),tCO2e/ha/yr,0.8625,30,0.0000,70,NA,NA
NER,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Niger,m3,701000.0000,30,0,70,NA,NA
KOR,Biochar,Avg mitigation potential flux,PD22,Pathway,ANUZ,Republic of Korea (South Korea),tCO2e/ha/yr,4.8574,30,0.0000,70,NA,NA
GIN,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Guinea,m3,651000.0000,30,0,70,NA,NA
REU,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-M,Reunion,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
GTM,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-L,Guatemala,m3,646229.0000,30,0,70,NA,NA
ROU,Biochar,Avg mitigation potential flux,PD22,Pathway,EU12-M,Romania,tCO2e/ha/yr,2.1884,30,0.0000,70,NA,NA
ZMB,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Zambia,m3,641129.0000,30,0,70,NA,NA
RUS,Biochar,Avg mitigation potential flux,PD22,Pathway,RUS,Russia,tCO2e/ha/yr,1.0759,30,0.0000,70,NA,NA
SLV,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,El Salvador,m3,623400.0000,30,0,70,NA,NA
RWA,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Rwanda,tCO2e/ha/yr,0.6092,30,0.0000,70,NA,NA
CAF,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Central African Republic,m3,623154.0000,30,0,70,NA,NA
WSM,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Samoa,tCO2e/ha/yr,1.4250,30,0.0000,70,NA,NA
VEN,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Venezuela,m3,608490.0000,30,0,70,NA,NA
STP,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sao Tome and Principe,tCO2e/ha/yr,0.3286,30,0.0000,70,NA,NA
SUR,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Suriname,m3,566058.0000,30,0,70,NA,NA
SAU,Biochar,Avg mitigation potential flux,PD22,Pathway,MEA-H,Saudi Arabia,tCO2e/ha/yr,1.2960,30,0.0000,70,NA,NA
CUB,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Cuba,m3,561000.0000,30,0,70,NA,NA
SEN,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Senegal,tCO2e/ha/yr,0.5066,30,0.0000,70,NA,NA
PER,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Peru,m3,542365.0000,30,0,70,NA,NA
SRB,Biochar,Avg mitigation potential flux,PD22,Pathway,EEU,Serbia,tCO2e/ha/yr,2.6778,30,0.0000,70,NA,NA
LKA,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-M,Sri Lanka,m3,506122.0000,30,0,70,NA,NA
SLE,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sierra Leone,tCO2e/ha/yr,1.0631,30,0.0000,70,NA,NA
LBR,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Liberia,m3,500000.0000,30,0,70,NA,NA
SVK,Biochar,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovakia,tCO2e/ha/yr,1.9093,30,0.0000,70,NA,NA
HND,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-L,Honduras,m3,478112.0000,30,0,70,NA,NA
SVN,Biochar,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovenia,tCO2e/ha/yr,2.5973,30,0.0000,70,NA,NA
GUY,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Guyana,m3,451282.0000,30,0,70,NA,NA
SLB,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Solomon Islands,tCO2e/ha/yr,0.7849,30,0.0000,70,NA,NA
BEN,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Benin,m3,422947.0000,30,0,70,NA,NA
SOM,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Somalia,tCO2e/ha/yr,0.2823,30,0.0000,70,NA,NA
FJI,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-L,Fiji,m3,388688.0000,30,0,70,NA,NA
ZAF,Biochar,Avg mitigation potential flux,PD22,Pathway,SAF,South Africa,tCO2e/ha/yr,1.9977,30,0.0000,70,NA,NA
VNM,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-CPA,Vietnam,m3,376200.0000,30,0,70,NA,NA
SSD,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,South Sudan,tCO2e/ha/yr,0.5930,30,0.0000,70,NA,NA
ZWE,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Zimbabwe,m3,376200.0000,30,0,70,NA,NA
ESP,Biochar,Avg mitigation potential flux,PD22,Pathway,EU15,Spain,tCO2e/ha/yr,1.2678,30,0.0000,70,NA,NA
BDI,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Burundi,m3,362400.0000,30,0,70,NA,NA
LKA,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-M,Sri Lanka,tCO2e/ha/yr,2.5360,30,0.0000,70,NA,NA
KHM,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-CPA,Cambodia,m3,322000.0000,30,0,70,NA,NA
SDN,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sudan,tCO2e/ha/yr,0.2254,30,0.0000,70,NA,NA
GMB,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,"Gambia, The",m3,227500.0000,30,0,70,NA,NA
SUR,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Suriname,tCO2e/ha/yr,4.5622,30,0.0000,70,NA,NA
MDG,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Madagascar,m3,170885.0000,30,0,70,NA,NA
SWZ,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Swaziland,tCO2e/ha/yr,5.1610,30,0.0000,70,NA,NA
JAM,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Jamaica,m3,151390.0000,30,0,70,NA,NA
SWE,Biochar,Avg mitigation potential flux,PD22,Pathway,EU15,Sweden,tCO2e/ha/yr,1.1975,30,0.0000,70,NA,NA
DZA,Improved Forest Mgmt,Max extent,PD22,Pathway,NAF,Algeria,m3,138600.0000,30,0,70,NA,NA
CHE,Biochar,Avg mitigation potential flux,PD22,Pathway,EFTA,Switzerland,tCO2e/ha/yr,1.6469,30,0.0000,70,NA,NA
GNB,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Guinea-Bissau,m3,131910.0000,30,0,70,NA,NA
SYR,Biochar,Avg mitigation potential flux,PD22,Pathway,MEA-M,Syria,tCO2e/ha/yr,0.4856,30,0.0000,70,NA,NA
BTN,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-M,Bhutan,m3,125168.0000,30,0,70,NA,NA
TJK,Biochar,Avg mitigation potential flux,PD22,Pathway,CAS,Tajikistan,tCO2e/ha/yr,1.4203,30,0.0000,70,NA,NA
SLE,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Sierra Leone,m3,123600.0000,30,0,70,NA,NA
TZA,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Tanzania,tCO2e/ha/yr,0.7517,30,0.0000,70,NA,NA
SOM,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Somalia,m3,110000.0000,30,0,70,NA,NA
THA,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-M,Thailand,tCO2e/ha/yr,4.6120,30,0.0000,70,NA,NA
BRN,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-M,Brunei Darussalam,m3,107300.0000,30,0,70,NA,NA
TLS,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Timor-Leste,tCO2e/ha/yr,2.0510,30,0.0000,70,NA,NA
BWA,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-M,Botswana,m3,105000.0000,30,0,70,NA,NA
TGO,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Togo,tCO2e/ha/yr,0.5966,30,0.0000,70,NA,NA
PHL,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-L,Philippines,m3,86441.0000,30,0,70,NA,NA
TTO,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Trinidad and Tobago,tCO2e/ha/yr,0.9932,30,0.0000,70,NA,NA
TGO,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Togo,m3,84059.0000,30,0,70,NA,NA
TUN,Biochar,Avg mitigation potential flux,PD22,Pathway,NAF,Tunisia,tCO2e/ha/yr,0.4441,30,0.0000,70,NA,NA
GUF,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,French Guiana (France),m3,83746.0000,30,0,70,NA,NA
TUR,Biochar,Avg mitigation potential flux,PD22,Pathway,TUR,Turkey,tCO2e/ha/yr,1.1857,30,0.0000,70,NA,NA
TTO,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Trinidad and Tobago,m3,58753.0000,30,0,70,NA,NA
TKM,Biochar,Avg mitigation potential flux,PD22,Pathway,CAS,Turkmenistan,tCO2e/ha/yr,0.8534,30,0.0000,70,NA,NA
DOM,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Dominican Republic,m3,51000.0000,30,0,70,NA,NA
UGA,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Uganda,tCO2e/ha/yr,0.8137,30,0.0000,70,NA,NA
KEN,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Kenya,m3,42000.0000,30,0,70,NA,NA
UKR,Biochar,Avg mitigation potential flux,PD22,Pathway,EEU-FSU,Ukraine,tCO2e/ha/yr,1.8539,30,0.0000,70,NA,NA
BLZ,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-L,Belize,m3,41000.0000,30,0,70,NA,NA
ARE,Biochar,Avg mitigation potential flux,PD22,Pathway,MEA-H,United Arab Emirates,tCO2e/ha/yr,7.1423,30,0.0000,70,NA,NA
BGD,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-L,Bangladesh,m3,33215.0000,30,0,70,NA,NA
GBR,Biochar,Avg mitigation potential flux,PD22,Pathway,EU15,United Kingdom,tCO2e/ha/yr,1.2712,30,0.0000,70,NA,NA
PAN,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Panama,m3,23765.0000,30,0,70,NA,NA
USA,Biochar,Avg mitigation potential flux,PD22,Pathway,USA,United States (except Alaska),tCO2e/ha/yr,3.4321,30,0.0000,70,NA,NA
ERI,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Eritrea,m3,22495.0000,30,0,70,NA,NA
URY,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Uruguay,tCO2e/ha/yr,2.3988,30,0.0000,70,NA,NA
BHS,Improved Forest Mgmt,Max extent,PD22,Pathway,LAM-M,Bahamas,m3,17000.0000,30,0,70,NA,NA
UZB,Biochar,Avg mitigation potential flux,PD22,Pathway,CAS,Uzbekistan,tCO2e/ha/yr,1.7034,30,0.0000,70,NA,NA
NCL,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-M,New Caledonia,m3,14700.0000,30,0,70,NA,NA
VUT,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-L,Vanuatu,tCO2e/ha/yr,0.6812,30,0.0000,70,NA,NA
WSM,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-L,Samoa,m3,5700.0000,30,0,70,NA,NA
VEN,Biochar,Avg mitigation potential flux,PD22,Pathway,LAM-M,Venezuela,tCO2e/ha/yr,3.1555,30,0.0000,70,NA,NA
MRT,Improved Forest Mgmt,Max extent,PD22,Pathway,SSA-L,Mauritania,m3,3000.0000,30,0,70,NA,NA
VNM,Biochar,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Vietnam,tCO2e/ha/yr,5.5932,30,0.0000,70,NA,NA
PYF,Improved Forest Mgmt,Max extent,PD22,Pathway,OAS-M,French Polynesia,m3,1000.0000,30,0,70,NA,NA
ESH,Biochar,Avg mitigation potential flux,PD22,Pathway,NAF,Western Sahara,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
CHN,Agroforestry,Max extent,PD22,Pathway,CHN,China,Mha,358.9307,100,NA,NA,NA,NA
YEM,Biochar,Avg mitigation potential flux,PD22,Pathway,MEA-M,Yemen,tCO2e/ha/yr,0.4530,30,0.0000,70,NA,NA
USA,Agroforestry,Max extent,PD22,Pathway,USA,United States (except Alaska),Mha,348.4202,100,NA,NA,NA,NA
ZMB,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Zambia,tCO2e/ha/yr,1.3012,30,0.0000,70,NA,NA
AUS,Agroforestry,Max extent,PD22,Pathway,ANUZ,Australia,Mha,325.6408,100,NA,NA,NA,NA
ZWE,Biochar,Avg mitigation potential flux,PD22,Pathway,SSA-L,Zimbabwe,tCO2e/ha/yr,0.5878,30,0.0000,70,NA,NA
USA,Optimal Intensity,Max extent,PD22,Pathway,USA,United States (except Alaska),Mha,297.7691,100,NA,NA,NA,NA
AFG,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,PAK,Afghanistan,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
KAZ,Agroforestry,Max extent,PD22,Pathway,CAS,Kazakhstan,Mha,232.3939,100,NA,NA,NA,NA
ALB,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,EEU,Albania,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
CHN,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,CHN,China,MtCO2e,212.9200,100,NA,NA,NA,NA
DZA,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,NAF,Algeria,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
AUS,Optimal Intensity,Max extent,PD22,Pathway,ANUZ,Australia,Mha,190.5664,100,NA,NA,NA,NA
AGO,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,SSA-M,Angola,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
BRA,Agroforestry,Max extent,PD22,Pathway,BRA,Brazil,Mha,187.8794,100,NA,NA,NA,NA
ARG,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,LAM-M,Argentina,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
IND,Agroforestry,Max extent,PD22,Pathway,IND,India,Mha,179.1746,100,NA,NA,NA,NA
ARM,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,CAS,Armenia,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
RUS,Agroforestry,Max extent,PD22,Pathway,RUS,Russia,Mha,173.2570,100,NA,NA,NA,NA
AUS,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,ANUZ,Australia,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
CHN,Cropland Soil Health,Max extent,PD22,Pathway,CHN,China,Mha,171.4975,100,NA,NA,NA,NA
AUT,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,EU15,Austria,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
CHN,Optimal Intensity,Max extent,PD22,Pathway,CHN,China,Mha,164.5527,100,NA,NA,NA,NA
AZE,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,CAS,Azerbaijan,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
RUS,Cropland Soil Health,Max extent,PD22,Pathway,RUS,Russia,Mha,148.4386,100,NA,NA,NA,NA
BHS,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,LAM-M,Bahamas,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
IND,Cropland Soil Health,Max extent,PD22,Pathway,IND,India,Mha,147.0315,100,NA,NA,NA,NA
BGD,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,OAS-L,Bangladesh,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
BRA,Optimal Intensity,Max extent,PD22,Pathway,BRA,Brazil,Mha,135.1804,100,NA,NA,NA,NA
BLR,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,EEU-FSU,Belarus,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
IND,Biochar,Max extent,PD22,Pathway,IND,India,Mha,134.6296,100,NA,NA,NA,NA
BEL,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,EU15,Belgium,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
ARG,Agroforestry,Max extent,PD22,Pathway,LAM-M,Argentina,Mha,132.9058,100,NA,NA,NA,NA
BLZ,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,LAM-L,Belize,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
USA,Cropland Soil Health,Max extent,PD22,Pathway,USA,United States (except Alaska),Mha,102.6273,100,NA,NA,NA,NA
BEN,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,SSA-L,Benin,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
CHN,Biochar,Max extent,PD22,Pathway,CHN,China,Mha,96.1955,100,NA,NA,NA,NA
BTN,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,OAS-M,Bhutan,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
USA,Biochar,Max extent,PD22,Pathway,USA,United States (except Alaska),Mha,95.3715,100,NA,NA,NA,NA
BOL,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,LAM-M,Bolivia,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
ARG,Optimal Intensity,Max extent,PD22,Pathway,LAM-M,Argentina,Mha,94.3670,100,NA,NA,NA,NA
BIH,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,EEU,Bosnia and Herzegovina,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
IND,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,IND,India,MtCO2e,89.5100,100,NA,NA,NA,NA
BWA,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,SSA-M,Botswana,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
MNG,Agroforestry,Max extent,PD22,Pathway,OAS-CPA,Mongolia,Mha,86.4920,100,NA,NA,NA,NA
BRA,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,BRA,Brazil,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
SDN,Agroforestry,Max extent,PD22,Pathway,SSA-L,Sudan,Mha,82.5497,100,NA,NA,NA,NA
BRN,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,OAS-M,Brunei Darussalam,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
ZAF,Agroforestry,Max extent,PD22,Pathway,SAF,South Africa,Mha,80.3000,100,NA,NA,NA,NA
BGR,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,EU12-M,Bulgaria,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
IRN,Agroforestry,Max extent,PD22,Pathway,MEA-M,Iran,Mha,75.8421,100,NA,NA,NA,NA
BFA,Coastal Restoration,Avg mitigation potential flux,PD22,Pathway,SSA-L,Burkina Faso,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
MEX,Agroforestry,Max extent,PD22,Pathway,MEX,Mexico,Mha,72.0531,100,NA,NA,NA,NA
