IEA Region,Technology,Scenario,Sector,Metric,Value
AdvancedECO ,Tide and wave,pathway,Electricity,Saturation Point,1
DevelopingECO ,Tide and wave,pathway,Electricity,Saturation Point,0
 OECD ,Transport,pathway,All,Floor,0
 OECD ,Transport,baseline,All,Floor,0
NAM ,Transport,pathway,All,Floor,0
NAM ,Transport,baseline,All,Floor,0
US ,Transport,pathway,All,Floor,0
US ,Transport,baseline,All,Floor,0
EUR ,Transport,pathway,All,Floor,0
EUR ,Transport,baseline,All,Floor,0
EU ,Transport,pathway,All,Floor,0
EU ,Transport,baseline,All,Floor,0
SAFR ,Transport,pathway,All,Floor,0
SAFR ,Transport,baseline,All,Floor,0
JPN ,Transport,pathway,All,Floor,0
JPN ,Transport,baseline,All,Floor,0
AdvancedECO ,Transport,pathway,All,Floor,0
AdvancedECO ,Transport,baseline,All,Floor,0
NonOECD ,Transport,pathway,All,Floor,0
NonOECD ,Transport,baseline,All,Floor,0
World ,Transport,pathway,All,Floor,0
World ,Transport,baseline,All,Floor,0
CSAM ,Transport,pathway,All,Floor,0
CSAM ,Transport,baseline,All,Floor,0
BRAZIL ,Transport,pathway,All,Floor,0
BRAZIL ,Transport,baseline,All,Floor,0
AFRICA ,Transport,pathway,All,Floor,0
AFRICA ,Transport,baseline,All,Floor,0
ME ,Transport,pathway,All,Floor,0
ME ,Transport,baseline,All,Floor,0
EURASIA ,Transport,pathway,All,Floor,0
EURASIA ,Transport,baseline,All,Floor,0
RUS ,Transport,pathway,All,Floor,0
RUS ,Transport,baseline,All,Floor,0
ASIAPAC ,Transport,pathway,All,Floor,0
ASIAPAC ,Transport,baseline,All,Floor,0
CHINA ,Transport,pathway,All,Floor,0
CHINA ,Transport,baseline,All,Floor,0
INDIA ,Transport,pathway,All,Floor,0
INDIA ,Transport,baseline,All,Floor,0
ASEAN ,Transport,pathway,All,Floor,0
ASEAN ,Transport,baseline,All,Floor,0
DevelopingECO ,Transport,pathway,All,Floor,0
DevelopingECO ,Transport,baseline,All,Floor,0
 OECD ,Transport,pathway,All,Max annual growth,100
 OECD ,Transport,baseline,All,Max annual growth,100
NAM ,Transport,pathway,All,Max annual growth,100
NAM ,Transport,baseline,All,Max annual growth,100
US ,Transport,pathway,All,Max annual growth,100
US ,Transport,baseline,All,Max annual growth,100
EUR ,Transport,pathway,All,Max annual growth,100
EUR ,Transport,baseline,All,Max annual growth,100
EU ,Transport,pathway,All,Max annual growth,100
EU ,Transport,baseline,All,Max annual growth,100
SAFR ,Transport,pathway,All,Max annual growth,100
SAFR ,Transport,baseline,All,Max annual growth,100
JPN ,Transport,pathway,All,Max annual growth,100
JPN ,Transport,baseline,All,Max annual growth,100
AdvancedECO ,Transport,pathway,All,Max annual growth,100
AdvancedECO ,Transport,baseline,All,Max annual growth,100
NonOECD ,Transport,pathway,All,Max annual growth,100
NonOECD ,Transport,baseline,All,Max annual growth,100
World ,Transport,pathway,All,Max annual growth,100
World ,Transport,baseline,All,Max annual growth,100
CSAM ,Transport,pathway,All,Max annual growth,100
CSAM ,Transport,baseline,All,Max annual growth,100
BRAZIL ,Transport,pathway,All,Max annual growth,100
BRAZIL ,Transport,baseline,All,Max annual growth,100
AFRICA ,Transport,pathway,All,Max annual growth,100
AFRICA ,Transport,baseline,All,Max annual growth,100
ME ,Transport,pathway,All,Max annual growth,100
ME ,Transport,baseline,All,Max annual growth,100
EURASIA ,Transport,pathway,All,Max annual growth,100
EURASIA ,Transport,baseline,All,Max annual growth,100
RUS ,Transport,pathway,All,Max annual growth,100
RUS ,Transport,baseline,All,Max annual growth,100
ASIAPAC ,Transport,pathway,All,Max annual growth,100
ASIAPAC ,Transport,baseline,All,Max annual growth,100
CHINA ,Transport,pathway,All,Max annual growth,100
CHINA ,Transport,baseline,All,Max annual growth,100
INDIA ,Transport,pathway,All,Max annual growth,100
INDIA ,Transport,baseline,All,Max annual growth,100
ASEAN ,Transport,pathway,All,Max annual growth,100
ASEAN ,Transport,baseline,All,Max annual growth,100
DevelopingECO ,Transport,pathway,All,Max annual growth,100
DevelopingECO ,Transport,baseline,All,Max annual growth,100
 OECD ,Transport,pathway,All,"Parameter a, max",0.5
 OECD ,Transport,baseline,All,"Parameter a, max",0.5
NAM ,Transport,pathway,All,"Parameter a, max",0.5
NAM ,Transport,baseline,All,"Parameter a, max",0.5
US ,Transport,pathway,All,"Parameter a, max",0.5
US ,Transport,baseline,All,"Parameter a, max",0.5
EUR ,Transport,pathway,All,"Parameter a, max",0.5
EUR ,Transport,baseline,All,"Parameter a, max",0.5
EU ,Transport,pathway,All,"Parameter a, max",0.5
EU ,Transport,baseline,All,"Parameter a, max",0.5
SAFR ,Transport,pathway,All,"Parameter a, max",0.5
SAFR ,Transport,baseline,All,"Parameter a, max",0.5
JPN ,Transport,pathway,All,"Parameter a, max",0.5
JPN ,Transport,baseline,All,"Parameter a, max",0.5
AdvancedECO ,Transport,pathway,All,"Parameter a, max",0.5
AdvancedECO ,Transport,baseline,All,"Parameter a, max",0.5
NonOECD ,Transport,pathway,All,"Parameter a, max",0.5
NonOECD ,Transport,baseline,All,"Parameter a, max",0.5
World ,Transport,pathway,All,"Parameter a, max",0.5
World ,Transport,baseline,All,"Parameter a, max",0.5
CSAM ,Transport,pathway,All,"Parameter a, max",0.5
CSAM ,Transport,baseline,All,"Parameter a, max",0.5
BRAZIL ,Transport,pathway,All,"Parameter a, max",0.5
BRAZIL ,Transport,baseline,All,"Parameter a, max",0.5
AFRICA ,Transport,pathway,All,"Parameter a, max",0.5
AFRICA ,Transport,baseline,All,"Parameter a, max",0.5
ME ,Transport,pathway,All,"Parameter a, max",0.5
ME ,Transport,baseline,All,"Parameter a, max",0.5
EURASIA ,Transport,pathway,All,"Parameter a, max",0.5
EURASIA ,Transport,baseline,All,"Parameter a, max",0.5
RUS ,Transport,pathway,All,"Parameter a, max",0.5
RUS ,Transport,baseline,All,"Parameter a, max",0.5
ASIAPAC ,Transport,pathway,All,"Parameter a, max",0.5
ASIAPAC ,Transport,baseline,All,"Parameter a, max",0.5
CHINA ,Transport,pathway,All,"Parameter a, max",0.5
CHINA ,Transport,baseline,All,"Parameter a, max",0.5
INDIA ,Transport,pathway,All,"Parameter a, max",0.5
INDIA ,Transport,baseline,All,"Parameter a, max",0.5
ASEAN ,Transport,pathway,All,"Parameter a, max",0.5
ASEAN ,Transport,baseline,All,"Parameter a, max",0.5
DevelopingECO ,Transport,pathway,All,"Parameter a, max",0.5
DevelopingECO ,Transport,baseline,All,"Parameter a, max",0.5
 OECD ,Transport,pathway,All,"Parameter a, min",0
 OECD ,Transport,baseline,All,"Parameter a, min",0
NAM ,Transport,pathway,All,"Parameter a, min",0
NAM ,Transport,baseline,All,"Parameter a, min",0
US ,Transport,pathway,All,"Parameter a, min",0
US ,Transport,baseline,All,"Parameter a, min",0
EUR ,Transport,pathway,All,"Parameter a, min",0
EUR ,Transport,baseline,All,"Parameter a, min",0
EU ,Transport,pathway,All,"Parameter a, min",0
EU ,Transport,baseline,All,"Parameter a, min",0
SAFR ,Transport,pathway,All,"Parameter a, min",0
SAFR ,Transport,baseline,All,"Parameter a, min",0
JPN ,Transport,pathway,All,"Parameter a, min",0
JPN ,Transport,baseline,All,"Parameter a, min",0
AdvancedECO ,Transport,pathway,All,"Parameter a, min",0
AdvancedECO ,Transport,baseline,All,"Parameter a, min",0
NonOECD ,Transport,pathway,All,"Parameter a, min",0
NonOECD ,Transport,baseline,All,"Parameter a, min",0
World ,Transport,pathway,All,"Parameter a, min",0
World ,Transport,baseline,All,"Parameter a, min",0
CSAM ,Transport,pathway,All,"Parameter a, min",0
CSAM ,Transport,baseline,All,"Parameter a, min",0
BRAZIL ,Transport,pathway,All,"Parameter a, min",0
BRAZIL ,Transport,baseline,All,"Parameter a, min",0
AFRICA ,Transport,pathway,All,"Parameter a, min",0
AFRICA ,Transport,baseline,All,"Parameter a, min",0
ME ,Transport,pathway,All,"Parameter a, min",0
ME ,Transport,baseline,All,"Parameter a, min",0
EURASIA ,Transport,pathway,All,"Parameter a, min",0
EURASIA ,Transport,baseline,All,"Parameter a, min",0
RUS ,Transport,pathway,All,"Parameter a, min",0
RUS ,Transport,baseline,All,"Parameter a, min",0
ASIAPAC ,Transport,pathway,All,"Parameter a, min",0
ASIAPAC ,Transport,baseline,All,"Parameter a, min",0
CHINA ,Transport,pathway,All,"Parameter a, min",0
CHINA ,Transport,baseline,All,"Parameter a, min",0
INDIA ,Transport,pathway,All,"Parameter a, min",0
INDIA ,Transport,baseline,All,"Parameter a, min",0
ASEAN ,Transport,pathway,All,"Parameter a, min",0
ASEAN ,Transport,baseline,All,"Parameter a, min",0
DevelopingECO ,Transport,pathway,All,"Parameter a, min",0
DevelopingECO ,Transport,baseline,All,"Parameter a, min",0
 OECD ,Transport,pathway,All,"Parameter b, max",100
 OECD ,Transport,baseline,All,"Parameter b, max",100
NAM ,Transport,pathway,All,"Parameter b, max",100
NAM ,Transport,baseline,All,"Parameter b, max",100
US ,Transport,pathway,All,"Parameter b, max",100
US ,Transport,baseline,All,"Parameter b, max",100
EUR ,Transport,pathway,All,"Parameter b, max",100
EUR ,Transport,baseline,All,"Parameter b, max",100
EU ,Transport,pathway,All,"Parameter b, max",100
EU ,Transport,baseline,All,"Parameter b, max",100
SAFR ,Transport,pathway,All,"Parameter b, max",100
SAFR ,Transport,baseline,All,"Parameter b, max",100
JPN ,Transport,pathway,All,"Parameter b, max",100
JPN ,Transport,baseline,All,"Parameter b, max",100
AdvancedECO ,Transport,pathway,All,"Parameter b, max",100
AdvancedECO ,Transport,baseline,All,"Parameter b, max",100
NonOECD ,Transport,pathway,All,"Parameter b, max",100
NonOECD ,Transport,baseline,All,"Parameter b, max",100
World ,Transport,pathway,All,"Parameter b, max",100
World ,Transport,baseline,All,"Parameter b, max",100
CSAM ,Transport,pathway,All,"Parameter b, max",100
CSAM ,Transport,baseline,All,"Parameter b, max",100
BRAZIL ,Transport,pathway,All,"Parameter b, max",100
BRAZIL ,Transport,baseline,All,"Parameter b, max",100
AFRICA ,Transport,pathway,All,"Parameter b, max",100
AFRICA ,Transport,baseline,All,"Parameter b, max",100
ME ,Transport,pathway,All,"Parameter b, max",100
ME ,Transport,baseline,All,"Parameter b, max",100
EURASIA ,Transport,pathway,All,"Parameter b, max",100
EURASIA ,Transport,baseline,All,"Parameter b, max",100
RUS ,Transport,pathway,All,"Parameter b, max",100
RUS ,Transport,baseline,All,"Parameter b, max",100
ASIAPAC ,Transport,pathway,All,"Parameter b, max",100
ASIAPAC ,Transport,baseline,All,"Parameter b, max",100
CHINA ,Transport,pathway,All,"Parameter b, max",100
CHINA ,Transport,baseline,All,"Parameter b, max",100
INDIA ,Transport,pathway,All,"Parameter b, max",100
INDIA ,Transport,baseline,All,"Parameter b, max",100
ASEAN ,Transport,pathway,All,"Parameter b, max",100
ASEAN ,Transport,baseline,All,"Parameter b, max",100
DevelopingECO ,Transport,pathway,All,"Parameter b, max",100
DevelopingECO ,Transport,baseline,All,"Parameter b, max",100
 OECD ,Transport,pathway,All,"Parameter b, min",0
 OECD ,Transport,baseline,All,"Parameter b, min",0
NAM ,Transport,pathway,All,"Parameter b, min",0
NAM ,Transport,baseline,All,"Parameter b, min",0
US ,Transport,pathway,All,"Parameter b, min",0
US ,Transport,baseline,All,"Parameter b, min",0
EUR ,Transport,pathway,All,"Parameter b, min",0
EUR ,Transport,baseline,All,"Parameter b, min",0
EU ,Transport,pathway,All,"Parameter b, min",0
EU ,Transport,baseline,All,"Parameter b, min",0
SAFR ,Transport,pathway,All,"Parameter b, min",0
SAFR ,Transport,baseline,All,"Parameter b, min",0
JPN ,Transport,pathway,All,"Parameter b, min",0
JPN ,Transport,baseline,All,"Parameter b, min",0
AdvancedECO ,Transport,pathway,All,"Parameter b, min",0
AdvancedECO ,Transport,baseline,All,"Parameter b, min",0
NonOECD ,Transport,pathway,All,"Parameter b, min",0
NonOECD ,Transport,baseline,All,"Parameter b, min",0
World ,Transport,pathway,All,"Parameter b, min",0
World ,Transport,baseline,All,"Parameter b, min",0
CSAM ,Transport,pathway,All,"Parameter b, min",0
CSAM ,Transport,baseline,All,"Parameter b, min",0
BRAZIL ,Transport,pathway,All,"Parameter b, min",0
BRAZIL ,Transport,baseline,All,"Parameter b, min",0
AFRICA ,Transport,pathway,All,"Parameter b, min",0
AFRICA ,Transport,baseline,All,"Parameter b, min",0
ME ,Transport,pathway,All,"Parameter b, min",0
ME ,Transport,baseline,All,"Parameter b, min",0
EURASIA ,Transport,pathway,All,"Parameter b, min",0
EURASIA ,Transport,baseline,All,"Parameter b, min",0
RUS ,Transport,pathway,All,"Parameter b, min",0
RUS ,Transport,baseline,All,"Parameter b, min",0
ASIAPAC ,Transport,pathway,All,"Parameter b, min",0
ASIAPAC ,Transport,baseline,All,"Parameter b, min",0
CHINA ,Transport,pathway,All,"Parameter b, min",0
CHINA ,Transport,baseline,All,"Parameter b, min",0
INDIA ,Transport,pathway,All,"Parameter b, min",0
INDIA ,Transport,baseline,All,"Parameter b, min",0
ASEAN ,Transport,pathway,All,"Parameter b, min",0
ASEAN ,Transport,baseline,All,"Parameter b, min",0
DevelopingECO ,Transport,pathway,All,"Parameter b, min",0
DevelopingECO ,Transport,baseline,All,"Parameter b, min",0
 OECD ,Transport,pathway,All,Saturation Point,100
 OECD ,Transport,baseline,All,Saturation Point,100
NAM ,Transport,pathway,All,Saturation Point,100
NAM ,Transport,baseline,All,Saturation Point,100
US ,Transport,pathway,All,Saturation Point,100
US ,Transport,baseline,All,Saturation Point,100
EUR ,Transport,pathway,All,Saturation Point,100
EUR ,Transport,baseline,All,Saturation Point,100
EU ,Transport,pathway,All,Saturation Point,100
EU ,Transport,baseline,All,Saturation Point,100
SAFR ,Transport,pathway,All,Saturation Point,100
SAFR ,Transport,baseline,All,Saturation Point,100
JPN ,Transport,pathway,All,Saturation Point,100
JPN ,Transport,baseline,All,Saturation Point,100
AdvancedECO ,Transport,pathway,All,Saturation Point,100
AdvancedECO ,Transport,baseline,All,Saturation Point,100
NonOECD ,Transport,pathway,All,Saturation Point,100
NonOECD ,Transport,baseline,All,Saturation Point,100
World ,Transport,pathway,All,Saturation Point,100
World ,Transport,baseline,All,Saturation Point,100
CSAM ,Transport,pathway,All,Saturation Point,100
CSAM ,Transport,baseline,All,Saturation Point,100
BRAZIL ,Transport,pathway,All,Saturation Point,100
BRAZIL ,Transport,baseline,All,Saturation Point,100
AFRICA ,Transport,pathway,All,Saturation Point,100
AFRICA ,Transport,baseline,All,Saturation Point,100
ME ,Transport,pathway,All,Saturation Point,100
ME ,Transport,baseline,All,Saturation Point,100
EURASIA ,Transport,pathway,All,Saturation Point,100
EURASIA ,Transport,baseline,All,Saturation Point,100
RUS ,Transport,pathway,All,Saturation Point,100
RUS ,Transport,baseline,All,Saturation Point,100
ASIAPAC ,Transport,pathway,All,Saturation Point,100
ASIAPAC ,Transport,baseline,All,Saturation Point,100
CHINA ,Transport,pathway,All,Saturation Point,100
CHINA ,Transport,baseline,All,Saturation Point,100
INDIA ,Transport,pathway,All,Saturation Point,100
INDIA ,Transport,baseline,All,Saturation Point,100
ASEAN ,Transport,pathway,All,Saturation Point,100
ASEAN ,Transport,baseline,All,Saturation Point,100
DevelopingECO ,Transport,pathway,All,Saturation Point,100
DevelopingECO ,Transport,baseline,All,Saturation Point,100
 OECD ,Trees in Croplands,pathway,AFOLU,Floor,0
 OECD ,Trees in Croplands,baseline,AFOLU,Floor,0
NAM ,Trees in Croplands,pathway,AFOLU,Floor,0
NAM ,Trees in Croplands,baseline,AFOLU,Floor,0
US ,Trees in Croplands,pathway,AFOLU,Floor,0
US ,Trees in Croplands,baseline,AFOLU,Floor,0
EUR ,Trees in Croplands,pathway,AFOLU,Floor,0
EUR ,Trees in Croplands,baseline,AFOLU,Floor,0
EU ,Trees in Croplands,pathway,AFOLU,Floor,0
EU ,Trees in Croplands,baseline,AFOLU,Floor,0
SAFR ,Trees in Croplands,pathway,AFOLU,Floor,0
SAFR ,Trees in Croplands,baseline,AFOLU,Floor,0
JPN ,Trees in Croplands,pathway,AFOLU,Floor,0
JPN ,Trees in Croplands,baseline,AFOLU,Floor,0
AdvancedECO ,Trees in Croplands,pathway,AFOLU,Floor,0
AdvancedECO ,Trees in Croplands,baseline,AFOLU,Floor,0
NonOECD ,Trees in Croplands,pathway,AFOLU,Floor,0
NonOECD ,Trees in Croplands,baseline,AFOLU,Floor,0
World ,Trees in Croplands,pathway,AFOLU,Floor,0
World ,Trees in Croplands,baseline,AFOLU,Floor,0
CSAM ,Trees in Croplands,pathway,AFOLU,Floor,0
CSAM ,Trees in Croplands,baseline,AFOLU,Floor,0
BRAZIL ,Trees in Croplands,pathway,AFOLU,Floor,0
BRAZIL ,Trees in Croplands,baseline,AFOLU,Floor,0
AFRICA ,Trees in Croplands,pathway,AFOLU,Floor,0
AFRICA ,Trees in Croplands,baseline,AFOLU,Floor,0
ME ,Trees in Croplands,pathway,AFOLU,Floor,0
ME ,Trees in Croplands,baseline,AFOLU,Floor,0
EURASIA ,Trees in Croplands,pathway,AFOLU,Floor,0
EURASIA ,Trees in Croplands,baseline,AFOLU,Floor,0
RUS ,Trees in Croplands,pathway,AFOLU,Floor,0
RUS ,Trees in Croplands,baseline,AFOLU,Floor,0
ASIAPAC ,Trees in Croplands,pathway,AFOLU,Floor,0
ASIAPAC ,Trees in Croplands,baseline,AFOLU,Floor,0
CHINA ,Trees in Croplands,pathway,AFOLU,Floor,0
CHINA ,Trees in Croplands,baseline,AFOLU,Floor,0
INDIA ,Trees in Croplands,pathway,AFOLU,Floor,0
INDIA ,Trees in Croplands,baseline,AFOLU,Floor,0
ASEAN ,Trees in Croplands,pathway,AFOLU,Floor,0
ASEAN ,Trees in Croplands,baseline,AFOLU,Floor,0
DevelopingECO ,Trees in Croplands,pathway,AFOLU,Floor,0
DevelopingECO ,Trees in Croplands,baseline,AFOLU,Floor,0
 OECD ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
 OECD ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
NAM ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
NAM ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
US ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
US ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
EUR ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
EUR ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
EU ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
EU ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
SAFR ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
SAFR ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
JPN ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
JPN ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
AdvancedECO ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
AdvancedECO ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
NonOECD ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
NonOECD ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
World ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
World ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
CSAM ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
CSAM ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
BRAZIL ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
BRAZIL ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
AFRICA ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
AFRICA ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
ME ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
ME ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
EURASIA ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
EURASIA ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
RUS ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
RUS ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
ASIAPAC ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
ASIAPAC ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
CHINA ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
CHINA ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
INDIA ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
INDIA ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
ASEAN ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
ASEAN ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
DevelopingECO ,Trees in Croplands,pathway,AFOLU,Max annual growth,100
DevelopingECO ,Trees in Croplands,baseline,AFOLU,Max annual growth,100
 OECD ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
 OECD ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
NAM ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
NAM ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
US ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
US ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
EUR ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
EUR ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
EU ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
EU ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
SAFR ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
SAFR ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
JPN ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
JPN ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
AdvancedECO ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
AdvancedECO ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
NonOECD ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
NonOECD ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
World ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
World ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
CSAM ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
CSAM ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
BRAZIL ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
BRAZIL ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
AFRICA ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
AFRICA ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
ME ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
ME ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
EURASIA ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
EURASIA ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
RUS ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
RUS ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
ASIAPAC ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
ASIAPAC ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
CHINA ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
CHINA ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
INDIA ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
INDIA ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
ASEAN ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
ASEAN ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
DevelopingECO ,Trees in Croplands,pathway,AFOLU,"Parameter a, max",0.10618
DevelopingECO ,Trees in Croplands,baseline,AFOLU,"Parameter a, max",0
 OECD ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
 OECD ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
NAM ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
NAM ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
US ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
US ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
EUR ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
EUR ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
EU ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
EU ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
SAFR ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
SAFR ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
JPN ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
JPN ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
AdvancedECO ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
AdvancedECO ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
NonOECD ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
NonOECD ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
World ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
World ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
CSAM ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
CSAM ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
BRAZIL ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
BRAZIL ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
AFRICA ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
AFRICA ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
ME ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
ME ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
EURASIA ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
EURASIA ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
RUS ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
RUS ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
ASIAPAC ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
ASIAPAC ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
CHINA ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
CHINA ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
INDIA ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
INDIA ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
ASEAN ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
ASEAN ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
DevelopingECO ,Trees in Croplands,pathway,AFOLU,"Parameter a, min",0.10618
DevelopingECO ,Trees in Croplands,baseline,AFOLU,"Parameter a, min",0
 OECD ,Trees in Croplands,pathway,AFOLU,"Parameter b, max",40
 OECD ,Trees in Croplands,baseline,AFOLU,"Parameter b, max",100
NAM ,Trees in Croplands,pathway,AFOLU,"Parameter b, max",40
NAM ,Trees in Croplands,baseline,AFOLU,"Parameter b, max",100
US ,Trees in Croplands,pathway,AFOLU,"Parameter b, max",40
US ,Trees in Croplands,baseline,AFOLU,"Parameter b, max",100
EUR ,Trees in Croplands,pathway,AFOLU,"Parameter b, max",40
EUR ,Trees in Croplands,baseline,AFOLU,"Parameter b, max",100
EU ,Trees in Croplands,pathway,AFOLU,"Parameter b, max",40
EU ,Trees in Croplands,baseline,AFOLU,"Parameter b, max",100
